station,N,phase,registered_v021_phase,observed_score,null_median,signed_effect,lower_tail_local_p,month_boundary_crossings,trailing_days_dropped,status
Guanyuan,8,5,False,0.08562162842128046,0.26376788127554185,-0.1781462528542614,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,8,6,False,0.06112862433100874,0.27101782886446696,-0.20988920453345822,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,8,7,False,0.13262415933766616,0.2573451220093002,-0.12472096267163404,0.0390625,41,6,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,0,True,0.1453275734251666,0.251573588063645,-0.10624601463847838,0.0859375,42,5,REGISTERED
Gucheng,8,1,False,0.09170212220420808,0.25698401237242596,-0.16528189016821787,0.015625,41,4,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,2,False,0.11831726831026357,0.24804824301314946,-0.1297309747028859,0.0390625,39,3,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,3,False,0.0782199979709076,0.24836131150601048,-0.17014131353510287,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,4,False,0.10236886830049714,0.2520948650794475,-0.14972599677895038,0.015625,42,1,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,5,False,0.10319604797367632,0.24711726222183508,-0.14392121424815876,0.015625,40,0,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,6,False,0.0803400800188114,0.25071423746091426,-0.17037415744210285,0.0234375,42,7,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,8,7,False,0.11907800000466484,0.2522069235645922,-0.13312892355992734,0.0234375,41,6,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,0,True,0.13922686934910863,0.2625465552860084,-0.12331968593689976,0.0234375,42,5,REGISTERED
Huairou,8,1,False,0.13646050171837548,0.2545900113155986,-0.11812950959722313,0.0390625,41,4,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,2,False,0.15738004919004409,0.26344895830283527,-0.10606890911279118,0.0859375,39,3,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,3,False,0.05318932200267227,0.27046262190270143,-0.21727329990002917,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,4,False,0.0867453500740676,0.26651370939937125,-0.17976835932530366,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,5,False,0.07269991582510472,0.2655847487037549,-0.19288483287865021,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,6,False,0.0638364098682644,0.2717695635337527,-0.2079331536654883,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Huairou,8,7,False,0.08731778430264348,0.2619901335426476,-0.17467234924000413,0.0078125,41,6,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,0,True,0.12410116029778709,0.25029486654552224,-0.12619370624773515,0.015625,42,5,REGISTERED
Nongzhanguan,8,1,False,0.13522821999926912,0.25486926375033103,-0.11964104375106191,0.0078125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,2,False,0.17082407512102082,0.2562843055020872,-0.08546023038106637,0.1171875,39,3,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,3,False,0.14413474678798607,0.24979227940641174,-0.10565753261842567,0.0546875,42,2,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,4,False,0.1373043388000689,0.25854364290662546,-0.12123930410655656,0.0546875,42,1,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,5,False,0.10650836605684241,0.2551713633462809,-0.14866299728943846,0.03125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,6,False,0.06794923491183075,0.25528314756162557,-0.18733391264979482,0.015625,42,7,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,8,7,False,0.13501767946854226,0.2610800208472758,-0.1260623413787335,0.015625,41,6,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,0,True,0.15359065216984344,0.28637963640077363,-0.1327889842309302,0.015625,42,5,REGISTERED
Shunyi,8,1,False,0.14992850043260403,0.27722274485872545,-0.12729424442612142,0.0234375,41,4,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,2,False,0.1818123706415514,0.2824398684836643,-0.10062749784211292,0.0625,39,3,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,3,False,0.11578948185744926,0.2823802387072063,-0.16659075684975705,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,4,False,0.10869815215565344,0.28375406570546347,-0.17505591354981004,0.0234375,42,1,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,5,False,0.09110458068850825,0.28909841239338324,-0.197993831704875,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,6,False,0.06215714658911421,0.2709171372429035,-0.2087599906537893,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,8,7,False,0.10331001902890086,0.27396513334485073,-0.17065511431594987,0.0078125,41,6,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,0,True,-0.013742515553074375,0.19742686136106077,-0.21116937691413515,0.0078125,42,5,REGISTERED
Tiantan,8,1,False,0.10545296848198996,0.1922857641605358,-0.08683279567854585,0.0625,41,4,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,2,False,0.0786672696256676,0.20301129242736266,-0.12434402280169506,0.046875,39,3,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,3,False,0.022428801141556078,0.19955838094876271,-0.17712957980720664,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,4,False,0.006362990884000311,0.19890213546151428,-0.19253914457751398,0.015625,42,1,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,5,False,-0.034002372164750265,0.19694692190015192,-0.2309492940649022,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,6,False,-0.06011283031871095,0.1999933583954385,-0.2601061887141495,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,8,7,False,-0.026844905325663585,0.20827155446883114,-0.23511645979449472,0.0078125,41,6,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,0,True,0.17778313628861786,0.331436040007375,-0.15365290371875712,0.015625,42,5,REGISTERED
Wanliu,8,1,False,0.1674839286137291,0.32355897796643907,-0.15607504935270997,0.0078125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,2,False,0.1913550180891422,0.3271245320574586,-0.1357695139683164,0.0234375,39,3,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,3,False,0.16271878206776366,0.3231085631488619,-0.16038978108109822,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,4,False,0.16336601348958033,0.3244732133383725,-0.16110719984879215,0.0234375,42,1,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,5,False,0.1414603292197619,0.33573443190546376,-0.19427410268570186,0.015625,40,0,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,6,False,0.12318637794876551,0.324205334686006,-0.20101895673724046,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,7,False,0.17013749709243733,0.32960190546732865,-0.15946440837489131,0.015625,41,6,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,0,True,0.059221620029466675,0.2167963830061554,-0.1575747629766887,0.0078125,42,5,REGISTERED
Wanshouxigong,8,1,False,0.11401699109559607,0.21824083345570963,-0.10422384236011356,0.0859375,41,4,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,2,False,0.13461260313195458,0.21550531796212452,-0.08089271483016994,0.1171875,39,3,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,3,False,0.09352182606400572,0.22068725005297732,-0.1271654239889716,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,4,False,0.08709788709681458,0.21833122741239877,-0.1312333403155842,0.03125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,5,False,0.009717291485719733,0.2079753556519807,-0.19825806416626096,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,6,False,1.9223063048944004e-05,0.21727181432910384,-0.2172525912660549,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,8,7,False,0.05578975247641933,0.23235033730793664,-0.17656058483151732,0.0078125,41,6,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,0,True,0.09032450577931139,0.23539949095718923,-0.14507498517787784,0.0234375,40,3,REGISTERED
Aotizhongxin,9,1,False,0.06960949180500584,0.25401585641009883,-0.184406364605093,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,2,False,0.12556530958709197,0.24474215576194921,-0.11917684617485724,0.03125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,3,False,0.08198610167647068,0.2556179273202882,-0.17363182564381752,0.015625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,4,False,0.04929858114785795,0.24443335843526742,-0.19513477728740947,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,5,False,-0.0023472357612699486,0.2544288445819053,-0.25677608034317523,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,6,False,0.002474408114083551,0.2522106936873962,-0.24973628557331262,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,7,False,0.0779900305133291,0.24805134957771846,-0.17006131906438937,0.015625,40,5,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,9,8,False,0.13996773148194175,0.24107889806826316,-0.10111116658632141,0.0546875,45,4,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,0,True,0.1185524798552777,0.274141232224361,-0.1555887523690833,0.015625,40,3,REGISTERED
Changping,9,1,False,0.14044626958178116,0.27115598308254435,-0.13070971350076319,0.0234375,42,2,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,2,False,0.16768299222246585,0.26896921068978197,-0.10128621846731611,0.046875,42,1,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,3,False,0.15478122615536952,0.2767400194683827,-0.12195879331301321,0.0390625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,4,False,0.09941223228345704,0.2869362589875791,-0.18752402670412205,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,5,False,0.05311534885150906,0.28148704327426827,-0.2283716944227592,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,6,False,0.048262006279502466,0.2772753685954263,-0.2290133623159238,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,7,False,0.12496806670160618,0.2635948649873632,-0.138626798285757,0.03125,40,5,POST_HOC_DIAGNOSTIC_ONLY
Changping,9,8,False,0.17481392234629706,0.26847319337981196,-0.0936592710335149,0.0703125,45,4,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,0,True,0.08183899920183463,0.2938463593077575,-0.21200736010592286,0.0078125,40,3,REGISTERED
Dingling,9,1,False,0.12278628696154265,0.2973624452421383,-0.17457615828059564,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,2,False,0.11385649827471601,0.29760068888794194,-0.18374419061322594,0.015625,42,1,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,3,False,0.09531996250733782,0.2897562085750825,-0.19443624606774468,0.0078125,41,0,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,4,False,0.08528728846298322,0.28149902821090694,-0.19621173974792372,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,5,False,0.08185321019320356,0.2803444702354737,-0.19849126004227013,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,6,False,0.07269070639631721,0.281821575889351,-0.20913086949303378,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,7,False,0.16295682433598138,0.2799454590297821,-0.11698863469380069,0.015625,40,5,POST_HOC_DIAGNOSTIC_ONLY
Dingling,9,8,False,0.12545120086519856,0.2867646326550961,-0.16131343178989754,0.015625,45,4,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,0,True,0.22155679300434367,0.3230317167215412,-0.10147492371719752,0.078125,40,3,REGISTERED
Dongsi,9,1,False,0.22239380166311437,0.3253747863694006,-0.10298098470628622,0.109375,42,2,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,2,False,0.18783961931604484,0.3296548351452179,-0.14181521582917303,0.0234375,42,1,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,3,False,0.1905672716767591,0.32196759916903567,-0.13140032749227656,0.0234375,41,0,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,4,False,0.1567484228342887,0.3280911006240155,-0.17134267778972678,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,5,False,0.06286193350714793,0.327942871799375,-0.26508093829222706,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,6,False,0.12125043440290753,0.32769661948905676,-0.20644618508614923,0.015625,45,6,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,7,False,0.2294187465225225,0.3157075798488841,-0.08628883332636159,0.109375,40,5,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,9,8,False,0.267453878554082,0.31703973779127814,-0.04958585923719616,0.203125,45,4,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,0,True,0.12954156807443548,0.279641803765039,-0.15010023569060352,0.0078125,40,3,REGISTERED
Guanyuan,9,1,False,0.09902672857090421,0.274745646553918,-0.17571891798301376,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,2,False,0.09316017235533113,0.2712890908343478,-0.17812891847901668,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,3,False,0.1250013005576961,0.272814682166676,-0.1478133816089799,0.015625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,4,False,0.1152203046642941,0.2772492411184493,-0.16202893645415517,0.0234375,44,8,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,5,False,0.1021636333827166,0.27760364957431694,-0.17544001619160032,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,6,False,0.10657877507682066,0.2757264926587655,-0.1691477175819448,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,7,False,0.174746265056869,0.26563115251229386,-0.09088488745542486,0.09375,40,5,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,9,8,False,0.19948775818451941,0.279334424509954,-0.07984666632543458,0.109375,45,4,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,0,True,0.12927426750101376,0.2593969090053282,-0.13012264150431443,0.0234375,40,3,REGISTERED
Gucheng,9,1,False,0.09357473792703079,0.2607015902501131,-0.16712685232308228,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,2,False,0.1031126669811135,0.2587823247044455,-0.15566965772333202,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,3,False,0.11300927814533064,0.2701336474192625,-0.15712436927393186,0.03125,41,0,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,4,False,0.08557822762411381,0.26594676930496136,-0.18036854168084754,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,5,False,0.08575145132151685,0.262006661578876,-0.17625521025735913,0.015625,37,7,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,6,False,0.0866465242942286,0.26338333896822913,-0.17673681467400054,0.0234375,45,6,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,7,False,0.16171690621888532,0.2585622817543855,-0.09684537553550018,0.078125,40,5,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,9,8,False,0.19481124499374816,0.26025205424932407,-0.06544080925557591,0.1328125,45,4,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,0,True,0.10130858810339888,0.27665156124138873,-0.17534297313798985,0.015625,40,3,REGISTERED
Huairou,9,1,False,0.10990274088948479,0.2770834050368656,-0.16718066414738084,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,2,False,0.08275696197225108,0.27399452256267254,-0.19123756059042146,0.015625,42,1,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,3,False,0.0835080241497475,0.2738394207851367,-0.19033139663538917,0.015625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,4,False,0.0877434715915892,0.27091111986672217,-0.183167648275133,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,5,False,0.09974496131345119,0.2678507930263476,-0.16810583171289645,0.0234375,37,7,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,6,False,0.04296509008075684,0.28068474290846546,-0.23771965282770863,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,7,False,0.11661723488843236,0.28368153313085787,-0.16706429824242552,0.0078125,40,5,POST_HOC_DIAGNOSTIC_ONLY
Huairou,9,8,False,0.1883242201769969,0.28838826396473227,-0.10006404378773537,0.0703125,45,4,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,0,True,0.14323081793730233,0.2706532817910581,-0.12742246385375575,0.03125,40,3,REGISTERED
Nongzhanguan,9,1,False,0.130189839293324,0.2718637565056769,-0.1416739172123529,0.03125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,2,False,0.14158408108489168,0.2719471682875364,-0.13036308720264472,0.0390625,42,1,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,3,False,0.13579662083454133,0.2721598508801007,-0.13636323004555936,0.015625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,4,False,0.11985913611502483,0.2706991190075,-0.15083998289247516,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,5,False,0.0760306836097909,0.25462360281876223,-0.17859291920897133,0.0234375,37,7,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,6,False,0.09235637565268409,0.27238291387778557,-0.18002653822510148,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,7,False,0.1802571369410662,0.2621745944380093,-0.08191745749694307,0.1171875,40,5,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,9,8,False,0.19833695866276557,0.2708431027986734,-0.07250614413590784,0.1640625,45,4,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,0,True,0.13799885228388803,0.2925113908433325,-0.15451253855944447,0.015625,40,3,REGISTERED
Shunyi,9,1,False,0.11900315212476992,0.29418261874273877,-0.17517946661796885,0.0234375,42,2,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,2,False,0.09142935503940064,0.2927444701095234,-0.20131511507012279,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,3,False,0.11742805575374479,0.2955863269770899,-0.17815827122334513,0.0078125,41,0,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,4,False,0.09461170223557838,0.29843129328754625,-0.20381959105196787,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,5,False,0.09455990921368781,0.2994548508966162,-0.2048949416829284,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,6,False,0.1308854692323508,0.3065705422015506,-0.1756850729691998,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,7,False,0.2119940329903076,0.3006632343959498,-0.08866920140564216,0.1015625,40,5,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,9,8,False,0.22967351395550667,0.2988587369110154,-0.06918522295550872,0.1875,45,4,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,0,True,0.024212271543590257,0.21657354663025336,-0.1923612750866631,0.0078125,40,3,REGISTERED
Tiantan,9,1,False,0.008736294735866386,0.2029372719113201,-0.19420097717545373,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,2,False,0.02513747280115484,0.20984312384381673,-0.1847056510426619,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,3,False,0.0007058602060131151,0.20748870494973945,-0.20678284474372632,0.0078125,41,0,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,4,False,0.038899932510171174,0.22103438368062128,-0.1821344511704501,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,5,False,-0.03037970347562412,0.21544110304116873,-0.24582080651679286,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,6,False,-0.0012976152791027084,0.21977240764396352,-0.22107002292306624,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,7,False,0.06039894916016274,0.21194557284315588,-0.15154662368299315,0.03125,40,5,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,9,8,False,0.06752523614431132,0.20998708253207862,-0.14246184638776732,0.03125,45,4,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,0,True,0.20639885581934647,0.345979103678153,-0.13958024785880652,0.03125,40,3,REGISTERED
Wanliu,9,1,False,0.16961511641339178,0.35046556943368207,-0.1808504530202903,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,2,False,0.18437784390074405,0.3470818141633952,-0.16270397026265113,0.0078125,42,1,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,3,False,0.1876985217251892,0.3461863313828654,-0.15848780965767623,0.015625,41,0,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,4,False,0.15348041549681904,0.3437635032068829,-0.1902830877100639,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,5,False,0.11499860978011173,0.3538730298678954,-0.23887442008778365,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,6,False,0.12803294493732836,0.3548764427747303,-0.22684349783740193,0.0078125,45,6,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,7,False,0.22051506680872518,0.3463659137261332,-0.125850846917408,0.0234375,40,5,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,8,False,0.2547577255483704,0.34533937570664874,-0.09058165015827835,0.1015625,45,4,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,0,True,0.11084753275784492,0.23303656463641828,-0.12218903187857336,0.0390625,40,3,REGISTERED
Wanshouxigong,9,1,False,0.1240133769969799,0.24138018606344536,-0.11736680906646546,0.0546875,42,2,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,2,False,0.11803021855900153,0.24355587685531205,-0.12552565829631052,0.0546875,42,1,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,3,False,0.07999703144844472,0.22571699805309725,-0.14571996660465253,0.0078125,41,0,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,4,False,0.025334106578333227,0.23543053636199693,-0.2100964297836637,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,5,False,-0.0026741588333075335,0.23528683229622913,-0.23796099112953667,0.0078125,37,7,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,6,False,0.04527239507871134,0.23405997863442538,-0.18878758355571404,0.015625,45,6,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,7,False,0.13153250326915414,0.22276881736236845,-0.09123631409321431,0.0703125,40,5,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,9,8,False,0.16317248677804438,0.23526097574935312,-0.07208848897130873,0.171875,45,4,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,0,True,0.028324471031466982,0.2608160120291812,-0.2324915409977142,0.0078125,42,1,REGISTERED
Aotizhongxin,10,1,False,0.05891590329138037,0.2646671441227055,-0.20575124083132512,0.015625,40,0,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,2,False,0.12272070195870095,0.26961340726439664,-0.1468927053056957,0.03125,41,9,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,3,False,0.10848527437579476,0.26667012526419515,-0.1581848508884004,0.03125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,4,False,0.09590675718475515,0.2736510363822193,-0.17774427919746416,0.03125,43,7,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,5,False,0.1222950620939312,0.2788738202135846,-0.15657875811965338,0.0234375,42,6,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,6,False,0.1289142812851645,0.26748807529460156,-0.13857379400943706,0.0390625,42,5,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,7,False,0.14542044904499316,0.2651004209269862,-0.11967997188199306,0.0546875,41,4,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,8,False,0.11649330212168663,0.2613830599952687,-0.14488975787358205,0.015625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,10,9,False,0.045571741574175234,0.2596682017180634,-0.21409646014388814,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,0,True,0.06505386589621673,0.2874996760017626,-0.2224458101055459,0.0078125,42,1,REGISTERED
Changping,10,1,False,0.10644192754717809,0.287099774563458,-0.1806578470162799,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,2,False,0.16998473192792127,0.2939045266793203,-0.12391979475139905,0.0625,41,9,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,3,False,0.17805113075169055,0.29626049530205784,-0.11820936455036729,0.046875,44,8,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,4,False,0.18284017005691808,0.2949589308659511,-0.11211876080903302,0.0703125,43,7,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,5,False,0.17320218979089583,0.30236066390773925,-0.12915847411684342,0.03125,42,6,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,6,False,0.19563479913645032,0.2964707105233368,-0.10083591138688647,0.0546875,42,5,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,7,False,0.1882982100353821,0.3059386806171106,-0.1176404705817285,0.046875,41,4,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,8,False,0.1564241955888802,0.2898736759894602,-0.13344948040057997,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Changping,10,9,False,0.09825977129667686,0.2889695469013252,-0.19070977560464836,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,0,True,0.05082228062679052,0.3098994124058625,-0.259077131779072,0.0078125,42,1,REGISTERED
Dingling,10,1,False,0.07823458081387027,0.3094777755592816,-0.2312431947454113,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,2,False,0.14394825305071524,0.30495758641140847,-0.16100933336069323,0.0234375,41,9,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,3,False,0.148202310106298,0.31515306026743667,-0.16695075016113867,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,4,False,0.14003730099711417,0.31565711006044517,-0.175619809063331,0.0078125,43,7,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,5,False,0.1429304138138447,0.3212756243186948,-0.17834521050485008,0.0234375,42,6,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,6,False,0.18220479224819797,0.3100904941133234,-0.12788570186512543,0.0078125,42,5,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,7,False,0.16094093532407186,0.30349764660386036,-0.1425567112797885,0.015625,41,4,POST_HOC_DIAGNOSTIC_ONLY
