station,N,phase,registered_v021_phase,observed_score,null_median,signed_effect,lower_tail_local_p,month_boundary_crossings,trailing_days_dropped,status
Dingling,10,8,False,0.13117601137359244,0.3149458537466808,-0.18376984237308838,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Dingling,10,9,False,0.07569490363862098,0.3209017671767897,-0.24520686353816873,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,0,True,0.12744720086918573,0.3330591096644795,-0.20561190879529376,0.0078125,42,1,REGISTERED
Dongsi,10,1,False,0.145397098347409,0.3318871782521157,-0.18649007990470673,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,2,False,0.23121932820248484,0.3318971559938137,-0.10067782779132886,0.0625,41,9,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,3,False,0.21122406445023653,0.33369807179474703,-0.1224740073445105,0.0390625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,4,False,0.1984702814199566,0.335255824694593,-0.13678554327463638,0.0390625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,5,False,0.2265972339485798,0.3321666770448586,-0.10556944309627878,0.09375,42,6,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,6,False,0.23038090580819595,0.33601614044252137,-0.10563523463432542,0.078125,42,5,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,7,False,0.2491310021687111,0.32896785949408197,-0.07983685732537088,0.125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,8,False,0.2253071960181618,0.3344437074998934,-0.10913651148173159,0.0625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,10,9,False,0.16256686955981098,0.3277089904163528,-0.16514212085654184,0.015625,44,2,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,0,True,0.035769713168165934,0.2774419336438219,-0.24167222047565598,0.0078125,42,1,REGISTERED
Guanyuan,10,1,False,0.09379643909399692,0.27825629493804976,-0.18445985584405283,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,2,False,0.1727411800369382,0.2777747797824045,-0.1050335997454663,0.03125,41,9,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,3,False,0.15150345488993364,0.2800983331339857,-0.12859487824405205,0.0078125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,4,False,0.1381175701055891,0.2828524769312091,-0.14473490682561999,0.015625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,5,False,0.14446782784148454,0.276073984979264,-0.13160615713777946,0.015625,42,6,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,6,False,0.1455332274441101,0.2915530064717296,-0.1460197790276195,0.0078125,42,5,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,7,False,0.14790610545001173,0.2950939785543994,-0.14718787310438766,0.0078125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,8,False,0.10507853606588599,0.2703319283873944,-0.1652533923215084,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,10,9,False,0.04139321013853565,0.28469962849206204,-0.2433064183535264,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,0,True,0.023847573073487626,0.2684602202671121,-0.24461264719362447,0.0078125,42,1,REGISTERED
Gucheng,10,1,False,0.04502618612761856,0.26935496882300586,-0.2243287826953873,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,2,False,0.13362368984736106,0.26376232689876133,-0.13013863705140027,0.0078125,41,9,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,3,False,0.1067148268212736,0.2704232461484998,-0.16370841932722618,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,4,False,0.1082036084557495,0.27821743663603976,-0.17001382818029026,0.015625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,5,False,0.1319362691312385,0.2700579480529493,-0.13812167892171082,0.0234375,42,6,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,6,False,0.1316609696241242,0.2773379572942475,-0.14567698767012327,0.0390625,42,5,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,7,False,0.12563026858070836,0.28760924325572323,-0.16197897467501488,0.03125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,8,False,0.09017824402155918,0.29517040315188237,-0.2049921591303232,0.015625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,10,9,False,0.02943131798322446,0.28679576441444093,-0.2573644464312165,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,0,True,0.08849247246133661,0.3108212288371158,-0.2223287563757792,0.0078125,42,1,REGISTERED
Huairou,10,1,False,0.09780469804370127,0.30575979225252714,-0.20795509420882585,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,2,False,0.14235732880198973,0.3039655026301815,-0.1616081738281918,0.0078125,41,9,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,3,False,0.1575783598986265,0.3028683921964464,-0.1452900322978199,0.0390625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,4,False,0.1666405797214043,0.29642303709176876,-0.12978245737036445,0.0390625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,5,False,0.1383189220889479,0.29339062585317494,-0.15507170376422705,0.015625,42,6,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,6,False,0.14812462476227797,0.2933301997839294,-0.1452055750216514,0.0234375,42,5,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,7,False,0.1551860592213566,0.2969440846937867,-0.1417580254724301,0.03125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,8,False,0.1499849223077735,0.29845030663374605,-0.14846538432597256,0.0234375,44,3,POST_HOC_DIAGNOSTIC_ONLY
Huairou,10,9,False,0.09738006415265409,0.3048825201298921,-0.207502455977238,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,0,True,0.04078388681369541,0.27628176015294137,-0.23549787333924596,0.0078125,42,1,REGISTERED
Nongzhanguan,10,1,False,0.09225924482866826,0.28290918187002184,-0.19064993704135358,0.015625,40,0,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,2,False,0.17032901112800156,0.298422956520163,-0.12809394539216143,0.0546875,41,9,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,3,False,0.15830337359989596,0.29303429158244143,-0.13473091798254547,0.0234375,44,8,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,4,False,0.15430311351036047,0.28326315137273844,-0.12896003786237797,0.0234375,43,7,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,5,False,0.1728586458766676,0.279342803277262,-0.10648415740059441,0.0625,42,6,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,6,False,0.1930012265350366,0.2785299551454664,-0.08552872861042982,0.109375,42,5,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,7,False,0.1877067906220445,0.26921220064754053,-0.08150541002549602,0.078125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,8,False,0.1504744236548378,0.28182571948807716,-0.13135129583323937,0.0390625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,10,9,False,0.07847991543605541,0.27950229645364005,-0.20102238101758463,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,0,True,0.11520307335934471,0.30833450341101165,-0.19313143005166694,0.0078125,42,1,REGISTERED
Shunyi,10,1,False,0.1499228499759349,0.3142320406165837,-0.1643091906406488,0.0234375,40,0,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,2,False,0.20561835622088634,0.3177426627398275,-0.11212430651894115,0.046875,41,9,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,3,False,0.20314110987617756,0.3252114868544719,-0.12207037697829431,0.03125,44,8,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,4,False,0.1780022096868597,0.3111972325478734,-0.1331950228610137,0.015625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,5,False,0.1433704874953927,0.3134705747694041,-0.1701000872740114,0.015625,42,6,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,6,False,0.1614861366496346,0.3069965600122442,-0.14551042336260958,0.015625,42,5,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,7,False,0.16181507656549224,0.314639559691582,-0.1528244831260898,0.0078125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,8,False,0.13615049817683367,0.3060855459751702,-0.1699350477983365,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,10,9,False,0.10147591590292489,0.31449417377866973,-0.21301825787574485,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,0,True,0.04597576726512829,0.23498328798877854,-0.18900752072365026,0.015625,42,1,REGISTERED
Tiantan,10,1,False,0.07455935920947367,0.2219072708099122,-0.14734791160043853,0.0234375,40,0,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,2,False,0.11936668126412048,0.22960361229121556,-0.11023693102709509,0.0390625,41,9,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,3,False,0.10922080823994439,0.23351857529772227,-0.12429776705777788,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,4,False,0.09953583769671165,0.22924805867382647,-0.12971222097711482,0.0390625,43,7,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,5,False,0.11471845000647558,0.2365403853182731,-0.12182193531179751,0.0625,42,6,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,6,False,0.1360625181374039,0.23606288062072728,-0.10000036248332339,0.0859375,42,5,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,7,False,0.14349401592510055,0.2407454317501448,-0.09725141582504424,0.109375,41,4,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,8,False,0.11714285018944291,0.2401906801668015,-0.1230478299773586,0.0390625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,10,9,False,0.06948053857650496,0.2437902050985471,-0.17430966652204213,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,0,True,0.1054293648996627,0.36255641411335215,-0.25712704921368945,0.0078125,42,1,REGISTERED
Wanliu,10,1,False,0.15268686655080763,0.35957850127739577,-0.20689163472658814,0.0078125,40,0,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,2,False,0.22710888815666386,0.3644554846645063,-0.13734659650784242,0.0078125,41,9,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,3,False,0.21651136293971857,0.3668053109939953,-0.15029394805427676,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,4,False,0.2145761215149692,0.364024696256033,-0.14944857474106382,0.0234375,43,7,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,5,False,0.2202817594308677,0.36081881562698864,-0.14053705619612095,0.03125,42,6,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,6,False,0.2192355752425731,0.35504857807181234,-0.13581300282923925,0.0234375,42,5,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,7,False,0.21933947954202257,0.3639567902656294,-0.1446173107236068,0.0234375,41,4,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,8,False,0.1806267710256817,0.3676811312016456,-0.18705436017596389,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,9,False,0.11357777475319081,0.36751810505058874,-0.25394033029739793,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,0,True,0.07577638900388349,0.24317490590165913,-0.16739851689777563,0.0078125,42,1,REGISTERED
Wanshouxigong,10,1,False,0.08057883362377319,0.2498698972066508,-0.1692910635828776,0.015625,40,0,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,2,False,0.13825621559524454,0.2502474688855382,-0.11199125329029369,0.046875,41,9,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,3,False,0.10055020746246646,0.27047456074493903,-0.16992435328247257,0.015625,44,8,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,4,False,0.10995219590222699,0.25879045081760604,-0.14883825491537905,0.03125,43,7,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,5,False,0.14204004459614655,0.26017444702931336,-0.11813440243316681,0.03125,42,6,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,6,False,0.1636038218177461,0.26116922452838803,-0.09756540271064193,0.0625,42,5,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,7,False,0.1739681600297537,0.2606786956137324,-0.0867105355839787,0.0703125,41,4,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,8,False,0.14912540077922729,0.2677369691716473,-0.11861156839242001,0.0546875,44,3,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,9,False,0.09586898732034851,0.2550594294569369,-0.15919044213658837,0.0078125,44,2,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,0,True,0.003981652392786136,0.27386812792160203,-0.2698864755288159,0.0078125,42,9,REGISTERED
Aotizhongxin,11,1,False,0.027931203107813555,0.2693356676708678,-0.24140446456305426,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,2,False,0.04981645961839483,0.27536024072319804,-0.22554378110480322,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,3,False,0.06159205595984882,0.2785696629200372,-0.2169776069601884,0.015625,43,6,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,4,False,0.1474161764169128,0.2767807187431187,-0.12936454232620592,0.0390625,43,5,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,5,False,0.2139402443762592,0.2832537783071541,-0.0693135339308949,0.171875,42,4,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,6,False,0.17746854193231787,0.27769362948543785,-0.10022508755311998,0.109375,44,3,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,7,False,0.12824604726135624,0.281305876366674,-0.15305982910531774,0.03125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,8,False,0.07418110196760251,0.27605320419440715,-0.20187210222680463,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,9,False,0.04712153799441672,0.28119780569587255,-0.23407626770145584,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Aotizhongxin,11,10,False,0.06006935906269623,0.2775783801090455,-0.21750902104634928,0.015625,43,10,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,0,True,0.10999622989894052,0.30526153959622654,-0.195265309697286,0.0078125,42,9,REGISTERED
Changping,11,1,False,0.13017313006983894,0.3051731230326086,-0.17499999296276963,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,2,False,0.12152311352190712,0.3066363560354556,-0.18511324251354846,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,3,False,0.14542658292313834,0.30289725987177496,-0.15747067694863662,0.015625,43,6,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,4,False,0.21015713679822465,0.3067416476247482,-0.09658451082652356,0.09375,43,5,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,5,False,0.22792746559668092,0.3028185257578131,-0.07489106016113217,0.125,42,4,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,6,False,0.19329372881906545,0.30200538218394923,-0.10871165336488378,0.0234375,44,3,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,7,False,0.14527920681902157,0.30669432905827615,-0.16141512223925458,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,8,False,0.13745424706714407,0.29609373258876936,-0.1586394855216253,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,9,False,0.08593512708640505,0.2988785575280139,-0.21294343044160885,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Changping,11,10,False,0.139296229756428,0.30609291940103034,-0.16679668964460234,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,0,True,0.10836385144013254,0.32001563892245527,-0.21165178748232272,0.0078125,42,9,REGISTERED
Dingling,11,1,False,0.11731130522850618,0.3186706146512445,-0.20135930942273833,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,2,False,0.12911167562749767,0.31918136106899525,-0.19006968544149758,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,3,False,0.1266483633753603,0.31589258046086566,-0.18924421708550535,0.0078125,43,6,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,4,False,0.15955115783680263,0.32866949989337874,-0.1691183420565761,0.015625,43,5,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,5,False,0.17419596045851823,0.32303858313461953,-0.1488426226761013,0.03125,42,4,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,6,False,0.15403315129113146,0.3157701441816843,-0.16173699289055285,0.0078125,44,3,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,7,False,0.1191430670744701,0.32358367853344844,-0.20444061145897835,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,8,False,0.09847803413746767,0.32864849471936974,-0.23017046058190208,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,9,False,0.07093995468466045,0.3188891410407974,-0.24794918635613694,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Dingling,11,10,False,0.11315780569866823,0.32468330313208876,-0.21152549743342053,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,0,True,0.11464153436251306,0.34882674299394734,-0.23418520863143427,0.0078125,42,9,REGISTERED
Dongsi,11,1,False,0.15717133100092723,0.34872005918505006,-0.19154872818412283,0.0234375,43,8,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,2,False,0.18118827638021243,0.33367058689409973,-0.1524823105138873,0.03125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,3,False,0.17707729287677879,0.33659125200909695,-0.15951395913231817,0.015625,43,6,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,4,False,0.26541191556135624,0.33827346072755765,-0.07286154516620141,0.140625,43,5,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,5,False,0.30021677171336886,0.35893454696389626,-0.058717775250527404,0.203125,42,4,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,6,False,0.27017823933956947,0.3560992262753819,-0.0859209869358124,0.1015625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,7,False,0.23888709126351457,0.3439537575401953,-0.10506666627668074,0.046875,42,2,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,8,False,0.2035691579201618,0.3425636685466356,-0.1389945106264738,0.0234375,43,1,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,9,False,0.1414799546970625,0.33884572953942027,-0.19736577484235776,0.015625,43,0,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,11,10,False,0.17419374958662323,0.342308969350509,-0.16811521976388574,0.015625,43,10,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,0,True,0.023503332655450945,0.28844682194188187,-0.2649434892864309,0.0078125,42,9,REGISTERED
Guanyuan,11,1,False,0.05664570970130838,0.2775060297460115,-0.22086032004470313,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,2,False,0.0805627717532447,0.28785740329996623,-0.20729463154672154,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,3,False,0.09320980808330818,0.2876594488898952,-0.194449640806587,0.0078125,43,6,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,4,False,0.1783935384981412,0.28853853682947084,-0.11014499833132962,0.078125,43,5,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,5,False,0.21788200771016156,0.28826154220479244,-0.07037953449463089,0.1171875,42,4,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,6,False,0.1955075724072997,0.28602589695880953,-0.09051832455150982,0.046875,44,3,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,7,False,0.15418870278657207,0.2945926983699414,-0.14040399558336933,0.015625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,8,False,0.12095123648342176,0.2931162675387612,-0.17216503105533942,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,9,False,0.06859772381903119,0.290853794927873,-0.22225607110884182,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Guanyuan,11,10,False,0.09708538871050512,0.30039993010583527,-0.20331454139533015,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,0,True,0.01004035476437593,0.2798644642334235,-0.26982410946904756,0.0078125,42,9,REGISTERED
Gucheng,11,1,False,0.04202739070117796,0.2758711637672748,-0.23384377306609683,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,2,False,0.029088098243303846,0.27802149757717415,-0.2489333993338703,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,3,False,0.04635293376266553,0.273550114617793,-0.22719718085512747,0.0078125,43,6,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,4,False,0.10953944013330351,0.28042210072806417,-0.17088266059476065,0.0234375,43,5,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,5,False,0.17186676053708352,0.2826233369848782,-0.11075657644779466,0.046875,42,4,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,6,False,0.16647671513480305,0.29966443071513044,-0.13318771558032738,0.0390625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,7,False,0.12746731078497162,0.2861274449826012,-0.15866013419762956,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,8,False,0.08923473654451934,0.2883914207888226,-0.19915668424430322,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,9,False,0.04456149811137046,0.2973500161738499,-0.25278851806247943,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Gucheng,11,10,False,0.06805023066853831,0.3002219404882984,-0.2321717098197601,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,0,True,0.09576735334987535,0.3216431185001333,-0.22587576515025792,0.0078125,42,9,REGISTERED
Huairou,11,1,False,0.0938546464255155,0.3131859223084648,-0.21933127588294932,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,2,False,0.11544178931627364,0.30579635994288074,-0.1903545706266071,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,3,False,0.14334876599661564,0.3038186596988936,-0.16046989370227796,0.0078125,43,6,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,4,False,0.18712118926665638,0.29770412635383586,-0.11058293708717948,0.03125,43,5,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,5,False,0.21746096444221702,0.294131541693771,-0.07667057725155396,0.0703125,42,4,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,6,False,0.18042425436595225,0.2982329873082051,-0.11780873294225283,0.046875,44,3,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,7,False,0.11880070847173713,0.3149191083542,-0.19611839988246288,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,8,False,0.09510779390194503,0.30823492903539396,-0.21312713513344894,0.0078125,43,1,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,9,False,0.055147624334615335,0.312748064045639,-0.25760043971102364,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Huairou,11,10,False,0.10417220950849547,0.3164188796192415,-0.212246670110746,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,0,True,0.04105844855672605,0.30146480010702575,-0.2604063515502997,0.0078125,42,9,REGISTERED
Nongzhanguan,11,1,False,0.052730914464481804,0.2938416799076272,-0.24111076544314541,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,2,False,0.10823401415070202,0.2964057484423247,-0.18817173429162268,0.015625,42,7,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,3,False,0.11506149126451955,0.29139840593897454,-0.176336914674455,0.0234375,43,6,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,4,False,0.2085758046626339,0.2829920038240715,-0.07441619916143763,0.125,43,5,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,5,False,0.2410867859243551,0.28985155241257976,-0.04876476648822467,0.2265625,42,4,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,6,False,0.19760503119064504,0.2855807800621919,-0.08797574887154685,0.1015625,44,3,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,7,False,0.17846974122518688,0.28196833033471325,-0.10349858910952636,0.0625,42,2,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,8,False,0.14585019752195771,0.2872541026107114,-0.14140390508875367,0.046875,43,1,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,9,False,0.09467530102372668,0.2987212794085884,-0.20404597838486171,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Nongzhanguan,11,10,False,0.1060515288003563,0.3040035639500495,-0.19795203514969323,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,0,True,0.08723598096341419,0.3253194498190812,-0.238083468855667,0.0078125,42,9,REGISTERED
Shunyi,11,1,False,0.1109826440453895,0.3185153362096626,-0.2075326921642731,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,2,False,0.15917560758049526,0.3193166782316195,-0.16014107065112426,0.03125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,3,False,0.16317958287653087,0.3284342406889856,-0.1652546578124547,0.0234375,43,6,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,4,False,0.20457922330979394,0.32138813562607954,-0.1168089123162856,0.046875,43,5,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,5,False,0.24636379215677245,0.3259639191297257,-0.07960012697295327,0.1015625,42,4,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,6,False,0.20258306872689574,0.3238427693516787,-0.12125970062478297,0.046875,44,3,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,7,False,0.14669858190525487,0.3351633736830015,-0.1884647917777466,0.0078125,42,2,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,8,False,0.10365096578847689,0.3308738506159328,-0.2272228848274559,0.015625,43,1,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,9,False,0.08362490191860926,0.31762224772336456,-0.23399734580475529,0.0078125,43,0,POST_HOC_DIAGNOSTIC_ONLY
Shunyi,11,10,False,0.1214299616511624,0.3295510298188267,-0.20812106816766432,0.0078125,43,10,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,11,0,True,-0.016304215384755925,0.2471601701519699,-0.2634643855367258,0.0078125,42,9,REGISTERED
Tiantan,11,1,False,0.04523920562395341,0.2420658239785182,-0.19682661835456478,0.0078125,43,8,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,11,2,False,0.06390616261852475,0.251713048161669,-0.18780688554314426,0.0078125,42,7,POST_HOC_DIAGNOSTIC_ONLY
Tiantan,11,3,False,0.0679686072457232,0.24854658438575125,-0.18057797714002805,0.0078125,43,6,POST_HOC_DIAGNOSTIC_ONLY
