fixture,phi,N,sample_length,missingness,parent_count,parent_correlation,replicates,upper_tail_detection_rate,sign_error_rate,median_null_minus_observed,status
common_factor_station_noise,0.92,14,1461,fixture-specific,12,0.7,24,0.0,1.0,0.2333374743372253,FROZEN_FORENSIC_CALIBRATION
common_factor_station_noise,0.95,6,1461,fixture-specific,12,0.7,24,0.20833333333333334,0.4583333333333333,-0.007229908902329607,FROZEN_FORENSIC_CALIBRATION
common_factor_station_noise,0.95,10,1461,fixture-specific,12,0.7,24,0.0,1.0,0.05028480960388382,FROZEN_FORENSIC_CALIBRATION
common_factor_station_noise,0.95,14,1461,fixture-specific,12,0.7,24,0.0,1.0,0.15229555996396799,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.9,6,1461,fixture-specific,12,0.0,24,0.4166666666666667,0.9583333333333334,-0.12087100935958803,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.9,10,1461,fixture-specific,12,0.0,24,0.7083333333333334,1.0,-0.2132299618833058,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.9,14,1461,fixture-specific,12,0.0,24,0.75,1.0,-0.23492199204148365,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.6,6,1461,fixture-specific,12,0.0,24,0.125,0.7083333333333334,-0.047593007208300585,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.6,10,1461,fixture-specific,12,0.0,24,0.3333333333333333,0.9583333333333334,-0.13272382436562688,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.6,14,1461,fixture-specific,12,0.0,24,0.375,0.9583333333333334,-0.15883680726118232,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.3,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.7083333333333334,-0.04062446669089764,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.3,10,1461,fixture-specific,12,0.0,24,0.16666666666666666,0.8333333333333334,-0.07114057801994594,FROZEN_FORENSIC_CALIBRATION
matched_missingness,-0.3,14,1461,fixture-specific,12,0.0,24,0.3333333333333333,0.8333333333333334,-0.12257375858346782,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.0,6,1461,fixture-specific,12,0.0,24,0.0,0.0,0.009219516570692334,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.0,10,1461,fixture-specific,12,0.0,24,0.0,0.0,-0.01829366405470894,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.0,14,1461,fixture-specific,12,0.0,24,0.0,0.0,0.016289968860361357,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.3,6,1461,fixture-specific,12,0.0,24,0.0,0.7916666666666666,0.06125235010582787,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.3,10,1461,fixture-specific,12,0.0,24,0.0,0.9166666666666666,0.12290202053696492,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.3,14,1461,fixture-specific,12,0.0,24,0.0,0.9583333333333334,0.09443623939981462,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.6,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.13292250635801411,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.6,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2131985829022784,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.6,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2585241708641488,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.8,6,1461,fixture-specific,12,0.0,24,0.0,0.9166666666666666,0.0627536773496796,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.8,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2256785584971951,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.8,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2832945296394749,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.92,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.5416666666666666,0.0075240514419986915,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.92,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.09137710509194352,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.92,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.20821987116258978,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.95,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.25,-0.010718501474082931,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.95,10,1461,fixture-specific,12,0.0,24,0.0,0.875,0.0470083041396222,FROZEN_FORENSIC_CALIBRATION
matched_missingness,0.95,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.15081774496192923,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.9,6,1461,fixture-specific,12,0.0,24,0.4166666666666667,0.9583333333333334,-0.1404303129465949,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.9,10,1461,fixture-specific,12,0.0,24,0.2916666666666667,1.0,-0.16755583362141913,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.9,14,1461,fixture-specific,12,0.0,24,0.625,1.0,-0.21020038131944324,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.6,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.6666666666666666,-0.024153365290823514,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.6,10,1461,fixture-specific,12,0.0,24,0.4583333333333333,0.9166666666666666,-0.15654979371558336,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.6,14,1461,fixture-specific,12,0.0,24,0.5,1.0,-0.18078261531611345,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.3,6,1461,fixture-specific,12,0.0,24,0.0,0.5833333333333334,-0.01368628192061866,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.3,10,1461,fixture-specific,12,0.0,24,0.25,0.7916666666666666,-0.11561484320553818,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,-0.3,14,1461,fixture-specific,12,0.0,24,0.25,0.875,-0.14344653154573342,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.0,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.0,0.028018532261531573,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.0,10,1461,fixture-specific,12,0.0,24,0.041666666666666664,0.0,-0.0031799340402243817,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.0,14,1461,fixture-specific,12,0.0,24,0.0,0.0,-0.038028652516934595,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.3,6,1461,fixture-specific,12,0.0,24,0.0,0.875,0.050522204018656924,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.3,10,1461,fixture-specific,12,0.0,24,0.0,0.9166666666666666,0.11157035608995033,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.3,14,1461,fixture-specific,12,0.0,24,0.0,0.875,0.10718888823909686,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.6,6,1461,fixture-specific,12,0.0,24,0.0,0.9583333333333334,0.11645606248932226,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.6,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.21738782367195963,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.6,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.29672181279399,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.8,6,1461,fixture-specific,12,0.0,24,0.0,0.9583333333333334,0.1101511483474579,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.8,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2187112405212433,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.8,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.3123567480008891,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.92,6,1461,fixture-specific,12,0.0,24,0.0,0.7916666666666666,0.01949147517135541,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.92,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.13485976298847516,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.92,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.1951621079558096,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.95,6,1461,fixture-specific,12,0.0,24,0.16666666666666666,0.5833333333333334,0.00218627360724849,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.95,10,1461,fixture-specific,12,0.0,24,0.0,0.9166666666666666,0.055642212387371215,FROZEN_FORENSIC_CALIBRATION
heteroskedastic,0.95,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.13128522844979462,FROZEN_FORENSIC_CALIBRATION
change_point,-0.9,6,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.4288835658261366,FROZEN_FORENSIC_CALIBRATION
change_point,-0.9,10,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.31021040166805675,FROZEN_FORENSIC_CALIBRATION
change_point,-0.9,14,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.2352219828780881,FROZEN_FORENSIC_CALIBRATION
change_point,-0.6,6,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.1222072377350037,FROZEN_FORENSIC_CALIBRATION
change_point,-0.6,10,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.08157316027173961,FROZEN_FORENSIC_CALIBRATION
change_point,-0.6,14,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.05829977217073751,FROZEN_FORENSIC_CALIBRATION
change_point,-0.3,6,1461,fixture-specific,12,0.0,24,0.9583333333333334,1.0,-0.05521856321584839,FROZEN_FORENSIC_CALIBRATION
change_point,-0.3,10,1461,fixture-specific,12,0.0,24,0.75,1.0,-0.03318578595704824,FROZEN_FORENSIC_CALIBRATION
change_point,-0.3,14,1461,fixture-specific,12,0.0,24,0.4583333333333333,1.0,-0.016831925488160038,FROZEN_FORENSIC_CALIBRATION
change_point,0.0,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.0,-0.004385084659194183,FROZEN_FORENSIC_CALIBRATION
change_point,0.0,10,1461,fixture-specific,12,0.0,24,0.041666666666666664,0.0,0.009639650196536287,FROZEN_FORENSIC_CALIBRATION
change_point,0.0,14,1461,fixture-specific,12,0.0,24,0.041666666666666664,0.0,0.003776043185518163,FROZEN_FORENSIC_CALIBRATION
change_point,0.3,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.06638307663736043,FROZEN_FORENSIC_CALIBRATION
change_point,0.3,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.059016374463437826,FROZEN_FORENSIC_CALIBRATION
change_point,0.3,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.050672927422595604,FROZEN_FORENSIC_CALIBRATION
change_point,0.6,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.14305598668595437,FROZEN_FORENSIC_CALIBRATION
change_point,0.6,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.14745445173849758,FROZEN_FORENSIC_CALIBRATION
change_point,0.6,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.13309384918448913,FROZEN_FORENSIC_CALIBRATION
change_point,0.8,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.1306470805683102,FROZEN_FORENSIC_CALIBRATION
change_point,0.8,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.20149769880171986,FROZEN_FORENSIC_CALIBRATION
change_point,0.8,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.25313089917519943,FROZEN_FORENSIC_CALIBRATION
change_point,0.92,6,1461,fixture-specific,12,0.0,24,0.041666666666666664,0.7916666666666666,0.015899401085976872,FROZEN_FORENSIC_CALIBRATION
change_point,0.92,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.08897319461519909,FROZEN_FORENSIC_CALIBRATION
change_point,0.92,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.1813823647137187,FROZEN_FORENSIC_CALIBRATION
change_point,0.95,6,1461,fixture-specific,12,0.0,24,0.16666666666666666,0.4583333333333333,-0.0034670860384263813,FROZEN_FORENSIC_CALIBRATION
change_point,0.95,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.04471576571890795,FROZEN_FORENSIC_CALIBRATION
change_point,0.95,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.12619410243556,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.9,6,1461,fixture-specific,12,0.0,24,1.0,1.0,-0.27504809467155733,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.9,10,1461,fixture-specific,12,0.0,24,0.375,1.0,-0.12432008161276153,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.9,14,1461,fixture-specific,12,0.0,24,0.6666666666666666,1.0,-0.1918324788386618,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.6,6,1461,fixture-specific,12,0.0,24,0.08333333333333333,0.9583333333333334,-0.05227525109372479,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.6,10,1461,fixture-specific,12,0.0,24,0.0,0.0,0.1387280612922493,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.6,14,1461,fixture-specific,12,0.0,24,0.0,0.0,0.06237307219883692,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.3,6,1461,fixture-specific,12,0.0,24,0.0,0.25,0.034951685090540974,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.3,10,1461,fixture-specific,12,0.0,24,0.0,0.0,0.19313755233179056,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,-0.3,14,1461,fixture-specific,12,0.0,24,0.0,0.0,0.14317877414086377,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.0,6,1461,fixture-specific,12,0.0,24,0.0,0.0,0.09790942431470648,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.0,10,1461,fixture-specific,12,0.0,24,0.0,0.0,0.21965763765845198,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.0,14,1461,fixture-specific,12,0.0,24,0.0,0.0,0.17724149136433626,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.3,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.15597630914927008,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.3,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.24186211099626678,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.3,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.20848908512580325,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.6,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.16003532245666377,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.6,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.27968212913455115,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.6,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.25000309518975256,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.8,6,1461,fixture-specific,12,0.0,24,0.0,1.0,0.1075772745122971,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.8,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.24769156974735979,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.8,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.2793612371907804,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.92,6,1461,fixture-specific,12,0.0,24,0.0,0.6666666666666666,0.007297313365726088,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.92,10,1461,fixture-specific,12,0.0,24,0.0,1.0,0.11212534537291569,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.92,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.20406339851990707,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.95,6,1461,fixture-specific,12,0.0,24,0.16666666666666666,0.375,-0.007028464703991433,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.95,10,1461,fixture-specific,12,0.0,24,0.0,0.9166666666666666,0.05104053348664128,FROZEN_FORENSIC_CALIBRATION
recovery_pulses,0.95,14,1461,fixture-specific,12,0.0,24,0.0,1.0,0.12944428630494487,FROZEN_FORENSIC_CALIBRATION
