station,condition,N,observed_score,null_median,observed_minus_null_median,signed_robust_z,absolute_robust_z,upper_tail_local_p,lower_tail_local_p,two_sided_local_p,rank_among_128_ascending,null_quantile,effect_direction,status
Changping,outage_6h_30d,11,0.0570058995170792,0.3018302843324731,-0.24482438481539393,-4.103276514432034,4.103276514432034,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_6h_30d,12,0.1424040033664222,0.30192697896177256,-0.15952297559535036,-2.131307435249301,2.131307435249301,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_6h_30d,13,0.06752752083172729,0.3023929455985117,-0.2348654247667844,-3.3141608977764743,3.3141608977764743,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_6h_30d,14,0.1117434945820452,0.3010298239484019,-0.1892863293663567,-2.6759782999156325,2.6759782999156325,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,6,0.0886275505044768,0.19875038484452748,-0.11012283434005067,-2.0074250699297878,2.0074250699297878,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,7,0.07278584622151435,0.22316405037489317,-0.15037820415337882,-2.527645881430202,2.527645881430202,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,8,0.14771942476879868,0.2387232174483944,-0.09100379267959571,-1.3800429777798335,1.3800429777798335,0.921875,0.0859375,0.171875,11,0.08203125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,9,0.10777542222238455,0.25414339442699907,-0.1463679722046145,-2.3269862910940873,2.3269862910940873,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,10,0.061394526473673564,0.27257307295661276,-0.2111785464829392,-4.304791025098207,4.304791025098207,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,11,0.045858573348507146,0.28962695201779015,-0.243768378669283,-3.5958113058024392,3.5958113058024392,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,12,0.131547555749506,0.2886730073508338,-0.1571254516013278,-2.088584851455712,2.088584851455712,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,13,0.07884891616775525,0.29698729014457226,-0.218138373976817,-2.965128012263005,2.965128012263005,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,outage_24h_90d,14,0.11162048216786444,0.2967009202305991,-0.18508043806273464,-2.739260125456593,2.739260125456593,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,6,0.09295653141370526,0.2191761718524851,-0.12621964043877987,-1.9672072543173098,1.9672072543173098,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,7,0.08739959299744401,0.23774171676548098,-0.15034212376803696,-2.604609234045338,2.604609234045338,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,8,0.16495014035500077,0.2598818047763342,-0.09493166442133344,-1.5690517482489224,1.5690517482489224,0.9375,0.0703125,0.140625,9,0.06640625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,9,0.1373218298718128,0.2666169111987194,-0.1292950813269066,-2.1764304829164614,2.1764304829164614,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,10,0.08080236336957729,0.2856792416510162,-0.2048768782814389,-4.041650292224018,4.041650292224018,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,11,0.18651823034579357,0.3065639427310037,-0.12004571238521011,-1.9942833611448367,1.9942833611448367,0.9609375,0.046875,0.09375,6,0.04296875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,12,0.15640600325158696,0.3014722023018498,-0.14506619905026283,-2.04298218630765,2.04298218630765,0.9765625,0.03125,0.0625,4,0.02734375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,13,0.1041046993080322,0.3074681543396749,-0.2033634550316427,-2.8053133020268053,2.8053133020268053,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,day_order_swap_010,14,0.12660285413794442,0.3064496816827529,-0.17984682754480846,-2.538594677960667,2.538594677960667,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,6,0.09098058713332569,0.21567636814881563,-0.12469578101548995,-2.180168200436828,2.180168200436828,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,7,0.0811835559382069,0.2431010206471469,-0.16191746470893997,-2.8200251283291484,2.8200251283291484,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,8,0.1546458352517882,0.2634299466580692,-0.10878411140628097,-1.6702551279225566,1.6702551279225566,0.9453125,0.0625,0.125,8,0.05859375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,9,0.11855247985527774,0.274141232224361,-0.15558875236908326,-2.3308350603718573,2.3308350603718573,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,10,0.0650538658962167,0.2874996760017626,-0.22244581010554593,-4.641519319288808,4.641519319288808,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,11,0.10999622989894046,0.30526153959622654,-0.19526530969728606,-3.4941573464222815,3.4941573464222815,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,12,0.11894854148845155,0.31751269912429253,-0.19856415763584098,-3.065465906994662,3.065465906994662,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,13,0.07919654894717107,0.30939721494852546,-0.2302006660013544,-3.624175001327874,3.624175001327874,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Changping,cyclic_adjacency,14,0.11865294737245595,0.31739201362669944,-0.19873906625424348,-3.300537449559307,3.300537449559307,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,6,0.0971053786821765,0.2535917905257804,-0.1564864118436039,-3.2936155552208337,3.2936155552208337,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,7,0.137419944038602,0.2629988334720255,-0.12557888943342352,-2.2732202060387126,2.2732202060387126,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,8,0.17915688758948242,0.2799898605351979,-0.1008329729457155,-1.8344922823564367,1.8344922823564367,0.9453125,0.0625,0.125,8,0.05859375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,9,0.08183899920183461,0.2938463593077575,-0.21200736010592286,-3.6082834109953486,3.6082834109953486,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,10,0.05082228062679051,0.3098994124058625,-0.259077131779072,-4.153680389042672,4.153680389042672,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,11,0.1083638514401326,0.32001563892245527,-0.21165178748232266,-3.2703223365891145,3.2703223365891145,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,12,0.12135130549103278,0.3269177419318338,-0.20556643644080103,-3.3702635077272785,3.3702635077272785,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,13,0.05760111043482595,0.31676749659500647,-0.2591663861601805,-4.136833166927519,4.136833166927519,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,baseline,14,0.06696672765571203,0.31884268456077225,-0.2518759569050602,-3.368269048520984,3.368269048520984,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,6,0.097143284922364,0.25380786356375873,-0.15666457864139471,-3.2932037329605413,3.2932037329605413,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,7,0.13740626639350018,0.2630595608857791,-0.1256532944922789,-2.2822936921513595,2.2822936921513595,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,8,0.17906403788231132,0.2801742055509813,-0.10111016766867001,-1.834197427333659,1.834197427333659,0.9453125,0.0625,0.125,8,0.05859375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,9,0.08182655476148254,0.2940462361712922,-0.21221968140980968,-3.610124270681135,3.610124270681135,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,10,0.050897832885030254,0.3101522045555868,-0.25925437167055654,-4.175431660133961,4.175431660133961,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,11,0.10851341759195715,0.32010260942013036,-0.2115891918281732,-3.266616843498884,3.266616843498884,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,12,0.12139782742370495,0.32705785459887005,-0.2056600271751651,-3.371154577048094,3.371154577048094,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,13,0.05763337291389527,0.31685198555479044,-0.2592186126408952,-4.131424472854775,4.131424472854775,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_095,14,0.06703092912699748,0.3188069137207051,-0.2517759845937076,-3.3820329933553315,3.3820329933553315,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,6,0.09707125246456753,0.25339479146890026,-0.1563235390043327,-3.2918747339970236,3.2918747339970236,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,7,0.13743211176282674,0.26294323936448183,-0.1255111276016551,-2.2632418115439794,2.2632418115439794,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,8,0.1792411754683198,0.2798214008704839,-0.1005802254021641,-1.8347971604404865,1.8347971604404865,0.9375,0.0703125,0.140625,9,0.06640625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,9,0.08185085703578993,0.29366389143680227,-0.21181303440101235,-3.6076165015298005,3.6076165015298005,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,10,0.050753569673792305,0.3096687888214659,-0.2589152191476736,-4.145025539825182,4.145025539825182,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,11,0.10822737169432176,0.31993660409453956,-0.2117092324002178,-3.2737451304327343,3.2737451304327343,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,12,0.12130921611426951,0.3267899082465043,-0.20548069213223477,-3.3694816778803887,3.3694816778803887,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,13,0.0575721483529654,0.31669068191373967,-0.2591185335607743,-4.141765995044473,4.141765995044473,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,calibration_scale_105,14,0.06690898577711092,0.31887584475061753,-0.2519668589735066,-3.3558119506411006,3.3558119506411006,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,6,0.09968702401576171,0.2552882918705721,-0.1556012678548104,-3.185329328524686,3.185329328524686,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,7,0.14006644439684743,0.2656131605229162,-0.1255467161260688,-2.2655595437707943,2.2655595437707943,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,8,0.18134402158247678,0.2822971613371744,-0.10095313975469764,-1.793795044269695,1.793795044269695,0.9375,0.0703125,0.140625,9,0.06640625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,9,0.08354696943696047,0.2974335230443091,-0.21388655360734862,-3.718424521205489,3.718424521205489,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,10,0.05234474896108451,0.3114405185176718,-0.2590957695565873,-4.167960165624971,4.167960165624971,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,11,0.11087249526641701,0.32080620379403385,-0.20993370852761684,-3.2225670123569707,3.2225670123569707,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,12,0.12319404428899153,0.32811962046170495,-0.20492557617271343,-3.5127330845200317,3.5127330845200317,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,13,0.059268417051382034,0.31878450261410624,-0.2595160855627242,-4.116471262361162,4.116471262361162,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,sensor_noise_001,14,0.06871807378987542,0.3200485486861476,-0.2513304748962722,-3.303957297345442,3.303957297345442,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,6,0.09727941998874004,0.2503673446347546,-0.15308792464601453,-3.175083690619756,3.175083690619756,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,7,0.14264527837691052,0.25872734338255515,-0.11608206500564464,-2.0849132590228545,2.0849132590228545,0.9765625,0.03125,0.0625,4,0.02734375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,8,0.17769366646412796,0.2766794007528018,-0.09898573428867383,-1.8008552916959206,1.8008552916959206,0.9453125,0.0625,0.125,8,0.05859375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,9,0.08697976282598686,0.29184596186815853,-0.20486619904217168,-3.5173957612586224,3.5173957612586224,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,10,0.05987780229714171,0.3104371978949252,-0.2505593955977835,-4.197272111358624,4.197272111358624,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,11,0.07589908836573821,0.3092863380800621,-0.2333872497143239,-3.5424594742713587,3.5424594742713587,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,12,0.16390816414342183,0.31713035585341526,-0.15322219170999343,-2.4695535739301286,2.4695535739301286,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,13,0.06389959620983768,0.31467308031398433,-0.2507734841041467,-3.859105988720838,3.859105988720838,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_6h_30d,14,0.08516776883463083,0.30750863930739,-0.22234087047275913,-2.942705260503268,2.942705260503268,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,6,0.09257840640681078,0.2326581793523199,-0.1400797729455091,-2.688471968759154,2.688471968759154,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,7,0.13594816067800963,0.2373833493506946,-0.10143518867268497,-1.6789326028771665,1.6789326028771665,0.9765625,0.03125,0.0625,4,0.02734375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,8,0.17707601193324787,0.264162429517153,-0.08708641758390515,-1.589049433834038,1.589049433834038,0.9296875,0.078125,0.15625,10,0.07421875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,9,0.06361086658444583,0.27892751217275397,-0.21531664558830815,-4.066390742424729,4.066390742424729,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,10,0.03955760393358437,0.28788790158878674,-0.24833029765520237,-4.0851861430626295,4.0851861430626295,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,11,0.05852900990801106,0.28404082993432234,-0.22551182002631126,-3.740120505960625,3.740120505960625,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,12,0.1409711024266149,0.30407991362191017,-0.16310881119529527,-2.6277531136196397,2.6277531136196397,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,13,0.04674738405387884,0.2997609248178691,-0.25301354076399024,-3.734524380873871,3.734524380873871,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,outage_24h_90d,14,0.07145040021870075,0.2910540260869956,-0.21960362586829485,-2.917499326389279,2.917499326389279,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,6,0.07951533779460025,0.250837929735824,-0.17132259194122373,-3.083038325275039,3.083038325275039,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,7,0.1504236529007384,0.2628482224027524,-0.11242456950201402,-2.247408744662836,2.247408744662836,0.96875,0.0390625,0.078125,5,0.03515625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,8,0.17887151097835471,0.2780362799636045,-0.09916476898524981,-1.6290201212312716,1.6290201212312716,0.953125,0.0546875,0.109375,7,0.05078125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,9,0.05652185494014075,0.2987015372422392,-0.24217968230209844,-4.011012126255918,4.011012126255918,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,10,0.07032872162031255,0.3035183197137686,-0.23318959809345602,-3.570912743269964,3.570912743269964,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,11,0.10245242786102088,0.3127040800628557,-0.21025165220183484,-3.5641485533836286,3.5641485533836286,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,12,0.10481344228977836,0.32561913605494697,-0.22080569376516862,-3.752300984748771,3.752300984748771,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,13,0.050783463173856125,0.3120105822350318,-0.2612271190611757,-3.627527683776518,3.627527683776518,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,day_order_swap_010,14,0.04820461238384261,0.3039072437175505,-0.2557026313337079,-3.7775324942332253,3.7775324942332253,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,6,0.0971053786821765,0.2535917905257804,-0.1564864118436039,-3.2936155552208337,3.2936155552208337,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,7,0.137419944038602,0.2629988334720255,-0.12557888943342352,-2.2732202060387126,2.2732202060387126,0.984375,0.0234375,0.046875,3,0.01953125,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,8,0.17915688758948242,0.2799898605351979,-0.1008329729457155,-1.8344922823564367,1.8344922823564367,0.9453125,0.0625,0.125,8,0.05859375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,9,0.08183899920183461,0.2938463593077575,-0.21200736010592286,-3.6082834109953486,3.6082834109953486,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,10,0.05082228062679051,0.3098994124058625,-0.259077131779072,-4.153680389042672,4.153680389042672,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,11,0.1083638514401326,0.32001563892245527,-0.21165178748232266,-3.2703223365891145,3.2703223365891145,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,12,0.12135130549103278,0.3269177419318338,-0.20556643644080103,-3.3702635077272785,3.3702635077272785,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,13,0.05760111043482595,0.31676749659500647,-0.2591663861601805,-4.136833166927519,4.136833166927519,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dingling,cyclic_adjacency,14,0.06696672765571203,0.31884268456077225,-0.2518759569050602,-3.368269048520984,3.368269048520984,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,6,0.1185743045010828,0.2655871909268978,-0.147012886425815,-3.2890481785445367,3.2890481785445367,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,7,0.14134637965120983,0.2842504224037612,-0.14290404275255136,-2.728586544967005,2.728586544967005,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,8,0.18777808964249584,0.31581444174452344,-0.1280363521020276,-2.337176795057438,2.337176795057438,0.96875,0.0390625,0.078125,5,0.03515625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,9,0.22155679300434372,0.3230317167215412,-0.10147492371719746,-1.6643535709394448,1.6643535709394448,0.9296875,0.078125,0.15625,10,0.07421875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,10,0.1274472008691857,0.3330591096644795,-0.20561190879529379,-2.721200958401001,2.721200958401001,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,11,0.11464153436251304,0.34882674299394734,-0.2341852086314343,-3.498349445031612,3.498349445031612,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,12,0.19907683414532562,0.3484923508873796,-0.149415516742054,-2.585265292433533,2.585265292433533,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,13,0.17045823018591544,0.350165533650702,-0.17970730346478658,-2.669867902582834,2.669867902582834,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,baseline,14,0.1966416521862122,0.34825495375082605,-0.15161330156461383,-1.8501402573346286,1.8501402573346286,0.9765625,0.03125,0.0625,4,0.02734375,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,6,0.11847091204898182,0.2655370195883858,-0.14706610753940402,-3.276168584452505,3.276168584452505,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,7,0.14126030505058373,0.28419760190344723,-0.1429372968528635,-2.729411028116782,2.729411028116782,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,8,0.18754864773464017,0.3157784616396606,-0.12822981390502045,-2.3447126252352057,2.3447126252352057,0.96875,0.0390625,0.078125,5,0.03515625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,9,0.22143420274109368,0.3229054036676798,-0.1014712009265861,-1.668056923967903,1.668056923967903,0.9296875,0.078125,0.15625,10,0.07421875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,10,0.12733021868239344,0.33316610335945557,-0.20583588467706213,-2.70792046241297,2.70792046241297,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,11,0.11446968798404768,0.34858027044691,-0.23411058246286232,-3.5060006283695095,3.5060006283695095,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,12,0.19898243207768967,0.34820878586105886,-0.14922635378336918,-2.5754328595870493,2.5754328595870493,0.9921875,0.015625,0.03125,2,0.01171875,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
Dongsi,calibration_scale_095,13,0.1702900771187399,0.3500456462642187,-0.1797555691454788,-2.674604955788167,2.674604955788167,1.0,0.0078125,0.015625,1,0.00390625,NEGATIVE,POST_HOC_DIAGNOSTIC_ONLY
