station,N,observed_closure_error,null_median_closure_error,observed_minus_null_median,closure_local_p_less_equal,observed_winner,status
Wanliu,6,1.3962722414264805,1.3632618557021474,0.033010385724333124,0.984375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,7,1.3894965012853273,1.3628163151866217,0.026680186098705594,0.921875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,8,1.3673058720491982,1.3639487706577589,0.003357101391439299,0.5703125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,9,1.3583944929177574,1.364916860916066,-0.006522367998308631,0.40625,True,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,10,1.3731558706982694,1.3612067236896568,0.011949147008612604,0.75,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,11,1.3697913485314794,1.366678094506375,0.0031132540251044283,0.578125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,12,1.3766440626093364,1.3656180759471406,0.011025986662195786,0.7109375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,13,1.3877951190850588,1.3642802361888404,0.023514882896218392,0.8671875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,14,1.364972947179436,1.3655903445545574,-0.0006173973751213424,0.484375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanliu,15,1.365271866287546,1.3698541950633887,-0.004582328775842637,0.3984375,False,POST_HOC_DIAGNOSTIC_ONLY
