station,left_condition,right_condition,overlap_days,canonical_rmse,canonical_correlation,effectively_equivalent
Wanliu,sensor_noise_001,day_order_swap_010,1447,0.2682915527594701,0.9593056552118575,False
Wanliu,sensor_noise_001,cyclic_adjacency,1449,0.014225562417959612,0.9998975496583872,False
Wanliu,outage_6h_30d,outage_24h_90d,1429,0.03027219904379936,0.9995013617973469,False
Wanliu,outage_6h_30d,day_order_swap_010,1442,0.27708994707915796,0.9566782069251641,False
Wanliu,outage_6h_30d,cyclic_adjacency,1444,0.06576891245103395,0.9975726628907892,False
Wanliu,outage_24h_90d,day_order_swap_010,1430,0.2701035568496663,0.958746872792509,False
Wanliu,outage_24h_90d,cyclic_adjacency,1432,0.002260455839174055,0.9999979697578056,True
Wanliu,day_order_swap_010,cyclic_adjacency,1447,0.26833578492902316,0.9594475038857844,False
Wanshouxigong,baseline,calibration_scale_095,1428,0.0011571325044550643,0.9999995937706356,True
Wanshouxigong,baseline,calibration_scale_105,1428,0.0009775190693545204,0.9999996616108714,True
Wanshouxigong,baseline,sensor_noise_001,1428,0.014824927784595732,0.9998813345730801,False
Wanshouxigong,baseline,outage_6h_30d,1423,0.06045340197150764,0.9979247609984326,False
Wanshouxigong,baseline,outage_24h_90d,1411,0.00491939272241967,0.999991375660858,True
Wanshouxigong,baseline,day_order_swap_010,1428,0.3079223932139735,0.9462164519253496,False
Wanshouxigong,baseline,cyclic_adjacency,1428,0.0,1.0,True
Wanshouxigong,calibration_scale_095,calibration_scale_105,1428,0.0021278847313816124,0.9999985138675354,True
Wanshouxigong,calibration_scale_095,sensor_noise_001,1428,0.014486976126505022,0.9998842762706805,False
Wanshouxigong,calibration_scale_095,outage_6h_30d,1423,0.0603583791181631,0.9979270298150719,False
Wanshouxigong,calibration_scale_095,outage_24h_90d,1411,0.0054295160250976745,0.9999910155825809,False
Wanshouxigong,calibration_scale_095,day_order_swap_010,1428,0.3078096964977858,0.9462257312007074,False
Wanshouxigong,calibration_scale_095,cyclic_adjacency,1428,0.0011571325044550643,0.9999995937706356,True
Wanshouxigong,calibration_scale_105,sensor_noise_001,1428,0.01516635533170035,0.9998779252812502,False
Wanshouxigong,calibration_scale_105,outage_6h_30d,1423,0.06054691358916937,0.997922018630593,False
Wanshouxigong,calibration_scale_105,outage_24h_90d,1411,0.004754772902529901,0.999990988899207,True
Wanshouxigong,calibration_scale_105,day_order_swap_010,1428,0.30799913613311747,0.9462073941182406,False
Wanshouxigong,calibration_scale_105,cyclic_adjacency,1428,0.0009775190693545204,0.9999996616108714,True
Wanshouxigong,sensor_noise_001,outage_6h_30d,1423,0.06163529364971442,0.9978293455431686,False
Wanshouxigong,sensor_noise_001,outage_24h_90d,1411,0.0161919818390836,0.9998715146443204,False
Wanshouxigong,sensor_noise_001,day_order_swap_010,1428,0.30800405921337565,0.946051635199512,False
Wanshouxigong,sensor_noise_001,cyclic_adjacency,1428,0.014824927784595732,0.9998813345730801,False
Wanshouxigong,outage_6h_30d,outage_24h_90d,1408,0.03609675784103398,0.9992861906936329,False
Wanshouxigong,outage_6h_30d,day_order_swap_010,1423,0.31405572730635845,0.9437037374244513,False
Wanshouxigong,outage_6h_30d,cyclic_adjacency,1423,0.06045340197150764,0.9979247609984326,False
Wanshouxigong,outage_24h_90d,day_order_swap_010,1411,0.310254500484981,0.9451587497060084,False
Wanshouxigong,outage_24h_90d,cyclic_adjacency,1411,0.00491939272241967,0.999991375660858,True
Wanshouxigong,day_order_swap_010,cyclic_adjacency,1428,0.3079223932139735,0.9462164519253496,False
