station,condition,N,eligible,observed_score,null_median,null_mad,local_p,robust_z,issue_code
Changping,day_order_swap_010,9,True,0.13732182987181282,0.2666169111987195,0.040069434004577964,0.984375,-2.1764304829164747,
Changping,day_order_swap_010,10,True,0.08080236336957729,0.2856792416510162,0.03419087532068499,1.0,-4.041650292224025,
Changping,day_order_swap_010,11,True,0.18651823034579362,0.3065639427310036,0.04060091223552548,0.9609375,-1.9942833611448103,
Changping,day_order_swap_010,12,True,0.1564060032515869,0.30147220230185007,0.04789361915516038,0.9765625,-2.042982186307638,
Changping,day_order_swap_010,13,True,0.10410469930803225,0.30746815433967484,0.04889534838585613,1.0,-2.8053133020268044,
Changping,day_order_swap_010,14,True,0.12660285413794445,0.3064496816827529,0.04778432112589248,0.9921875,-2.5385946779606665,
Changping,cyclic_adjacency,6,True,0.09295536352525124,0.2161629091576455,0.037691615003909634,1.0,-2.2047967702689553,
Changping,cyclic_adjacency,7,True,0.08073675152946962,0.24270454354203472,0.037981966829721575,1.0,-2.8762538689759336,
Changping,cyclic_adjacency,8,True,0.1547047216333603,0.2634777328390503,0.0453128822677028,0.9375,-1.6191066925569342,
Changping,cyclic_adjacency,9,True,0.1185733747275676,0.27633980775154326,0.043056080830481014,0.9921875,-2.471474392878826,
Changping,cyclic_adjacency,10,True,0.06446683678794135,0.2863712933480039,0.03474967954791103,1.0,-4.307162177713815,
Changping,cyclic_adjacency,11,True,0.10943459917876462,0.3046025135813111,0.03859543118145281,1.0,-3.410739322795707,
Changping,cyclic_adjacency,12,True,0.11925792933818027,0.3146532772083527,0.043123906710436644,0.9921875,-3.056132123373932,
Changping,cyclic_adjacency,13,True,0.07595946334572312,0.31074820783768387,0.045478050407405324,1.0,-3.4821817815469105,
Changping,cyclic_adjacency,14,True,0.11703133076666461,0.31499725068504325,0.039327139677043155,1.0,-3.395268122033667,
Dingling,baseline,6,True,0.09710537868217659,0.2535917905257804,0.03204643559715126,1.0,-3.2936155552208204,
Dingling,baseline,7,True,0.13741994403860197,0.26299883347202546,0.03726071072356754,0.984375,-2.2732202060387157,
Dingling,baseline,8,True,0.1791568875894824,0.2799898605351979,0.03707342306999381,0.9453125,-1.8344922823564345,
Dingling,baseline,9,True,0.08183899920183463,0.2938463593077574,0.039630203352853166,1.0,-3.6082834109953366,
Dingling,baseline,10,True,0.05082228062679052,0.30989941240586244,0.042069951226304914,1.0,-4.153680389042666,
Dingling,baseline,11,True,0.10836385144013254,0.3200156389224554,0.0436523254256409,1.0,-3.270322336589125,
Dingling,baseline,12,True,0.12135130549103275,0.3269177419318339,0.04114000626952552,1.0,-3.3702635077272767,
Dingling,baseline,13,True,0.057601110434825936,0.3167674965950065,0.04225583328558907,1.0,-4.136833166927521,
Dingling,baseline,14,True,0.066966727655712,0.31884268456077225,0.05043777768922186,1.0,-3.3682690485209843,
Dingling,calibration_scale_095,6,True,0.09714328492236399,0.2538078635637588,0.03208693394013634,1.0,-3.2932037329605373,
Dingling,calibration_scale_095,7,True,0.13740626639350023,0.2630595608857791,0.037134566127176916,0.984375,-2.2822936921513604,
Dingling,calibration_scale_095,8,True,0.17906403788231118,0.28017420555098127,0.03718131579804099,0.9453125,-1.8341974273336605,
Dingling,calibration_scale_095,9,True,0.08182655476148254,0.2940462361712923,0.03964966393330749,1.0,-3.6101242706811307,
Dingling,calibration_scale_095,10,True,0.05089783288503024,0.31015220455558684,0.041879425237698664,1.0,-4.1754316601339845,
Dingling,calibration_scale_095,11,True,0.10851341759195716,0.3201026094201302,0.04368891777964434,1.0,-3.266616843498869,
Dingling,calibration_scale_095,12,True,0.121397827423705,0.32705785459887005,0.041147857433704305,1.0,-3.3711545770480837,
Dingling,calibration_scale_095,13,True,0.05763337291389522,0.31685198555479055,0.04231967934048009,1.0,-4.1314244728547935,
Dingling,calibration_scale_095,14,True,0.06703092912699748,0.3188069137207049,0.05021257196491663,1.0,-3.382032993355337,
Dingling,calibration_scale_105,6,True,0.0970712524645675,0.2533947914689003,0.032030010576701656,1.0,-3.291874733997023,
Dingling,calibration_scale_105,7,True,0.13743211176282674,0.26294323936448166,0.03740479490393098,0.984375,-2.2632418115439883,
Dingling,calibration_scale_105,8,True,0.17924117546831977,0.2798214008704839,0.036974350125735994,0.9375,-1.8347971604404882,
Dingling,calibration_scale_105,9,True,0.08185085703578994,0.29366389143680227,0.03960119773806314,1.0,-3.6076165015297956,
Dingling,calibration_scale_105,10,True,0.050753569673792305,0.3096687888214659,0.042131446748655876,1.0,-4.145025539825188,
Dingling,calibration_scale_105,11,True,0.10822737169432183,0.31993660409453956,0.043618521070073135,1.0,-3.273745130432741,
Dingling,calibration_scale_105,12,True,0.12130921611426956,0.3267899082465042,0.04113238810701347,1.0,-3.3694816778803958,
Dingling,calibration_scale_105,13,True,0.05757214835296537,0.31669068191373956,0.042197713899090494,1.0,-4.141765995044466,
Dingling,calibration_scale_105,14,True,0.06690898577711088,0.31887584475061764,0.05064327816089503,1.0,-3.3558119506410953,
