parent_count,nested_replicates,ICC,effect_size,heterogeneity,missingness,projection_disagreement,multiple_testing_family_size,estimated_rejection_probability,simulation_replicates
6,1,0.3,0.4,0.0,0.2,0.15,6,0.1028,2500
6,1,0.3,0.8,0.0,0.0,0.0,1,0.534,2500
6,1,0.3,0.8,0.4,0.0,0.0,1,0.4828,2500
6,1,0.3,0.8,0.4,0.2,0.15,3,0.2056,2500
6,1,0.3,0.8,0.0,0.2,0.15,6,0.1692,2500
6,1,0.3,1.2,0.0,0.0,0.0,1,0.8144,2500
6,1,0.3,1.2,0.4,0.0,0.0,1,0.7592,2500
6,1,0.3,1.2,0.4,0.2,0.15,3,0.3048,2500
6,1,0.3,1.2,0.0,0.2,0.15,6,0.2864,2500
6,1,0.6,0.0,0.0,0.0,0.0,1,0.1012,2500
6,1,0.6,0.0,0.4,0.0,0.0,1,0.102,2500
6,1,0.6,0.0,0.4,0.2,0.15,3,0.0788,2500
6,1,0.6,0.0,0.0,0.2,0.15,6,0.066,2500
6,1,0.6,0.4,0.0,0.0,0.0,1,0.2392,2500
6,1,0.6,0.4,0.4,0.0,0.0,1,0.2124,2500
6,1,0.6,0.4,0.4,0.2,0.15,3,0.1168,2500
6,1,0.6,0.4,0.0,0.2,0.15,6,0.1004,2500
6,1,0.6,0.8,0.0,0.0,0.0,1,0.5412,2500
6,1,0.6,0.8,0.4,0.0,0.0,1,0.4832,2500
6,1,0.6,0.8,0.4,0.2,0.15,3,0.2196,2500
6,1,0.6,0.8,0.0,0.2,0.15,6,0.1788,2500
6,1,0.6,1.2,0.0,0.0,0.0,1,0.824,2500
6,1,0.6,1.2,0.4,0.0,0.0,1,0.7548,2500
6,1,0.6,1.2,0.4,0.2,0.15,3,0.2992,2500
6,1,0.6,1.2,0.0,0.2,0.15,6,0.2836,2500
6,1,0.9,0.0,0.0,0.0,0.0,1,0.1072,2500
6,1,0.9,0.0,0.4,0.0,0.0,1,0.1072,2500
6,1,0.9,0.0,0.4,0.2,0.15,3,0.082,2500
6,1,0.9,0.0,0.0,0.2,0.15,6,0.0652,2500
6,1,0.9,0.4,0.0,0.0,0.0,1,0.2196,2500
6,1,0.9,0.4,0.4,0.0,0.0,1,0.2128,2500
6,1,0.9,0.4,0.4,0.2,0.15,3,0.116,2500
6,1,0.9,0.4,0.0,0.2,0.15,6,0.0952,2500
6,1,0.9,0.8,0.0,0.0,0.0,1,0.5148,2500
6,1,0.9,0.8,0.4,0.0,0.0,1,0.5008,2500
6,1,0.9,0.8,0.4,0.2,0.15,3,0.1916,2500
6,1,0.9,0.8,0.0,0.2,0.15,6,0.176,2500
6,1,0.9,1.2,0.0,0.0,0.0,1,0.8244,2500
6,1,0.9,1.2,0.4,0.0,0.0,1,0.7856,2500
6,1,0.9,1.2,0.4,0.2,0.15,3,0.294,2500
6,1,0.9,1.2,0.0,0.2,0.15,6,0.2884,2500
6,10,0.0,0.0,0.0,0.0,0.0,1,0.0956,2500
6,10,0.0,0.0,0.4,0.0,0.0,1,0.1076,2500
6,10,0.0,0.0,0.4,0.2,0.15,3,0.0852,2500
6,10,0.0,0.0,0.0,0.2,0.15,6,0.0656,2500
6,10,0.0,0.4,0.0,0.0,0.0,1,0.844,2500
6,10,0.0,0.4,0.4,0.0,0.0,1,0.5152,2500
6,10,0.0,0.4,0.4,0.2,0.15,3,0.2036,2500
6,10,0.0,0.4,0.0,0.2,0.15,6,0.29,2500
6,10,0.0,0.8,0.0,0.0,0.0,1,1.0,2500
6,10,0.0,0.8,0.4,0.0,0.0,1,0.9516,2500
6,10,0.0,0.8,0.4,0.2,0.15,3,0.4108,2500
6,10,0.0,0.8,0.0,0.2,0.15,6,0.462,2500
6,10,0.0,1.2,0.0,0.0,0.0,1,1.0,2500
6,10,0.0,1.2,0.4,0.0,0.0,1,0.9992,2500
6,10,0.0,1.2,0.4,0.2,0.15,3,0.4968,2500
6,10,0.0,1.2,0.0,0.2,0.15,6,0.4684,2500
6,10,0.3,0.0,0.0,0.0,0.0,1,0.0988,2500
6,10,0.3,0.0,0.4,0.0,0.0,1,0.1012,2500
6,10,0.3,0.0,0.4,0.2,0.15,3,0.0808,2500
6,10,0.3,0.0,0.0,0.2,0.15,6,0.0712,2500
6,10,0.3,0.4,0.0,0.0,0.0,1,0.422,2500
6,10,0.3,0.4,0.4,0.0,0.0,1,0.3376,2500
6,10,0.3,0.4,0.4,0.2,0.15,3,0.1488,2500
6,10,0.3,0.4,0.0,0.2,0.15,6,0.1428,2500
6,10,0.3,0.8,0.0,0.0,0.0,1,0.8732,2500
6,10,0.3,0.8,0.4,0.0,0.0,1,0.7536,2500
6,10,0.3,0.8,0.4,0.2,0.15,3,0.314,2500
6,10,0.3,0.8,0.0,0.2,0.15,6,0.3276,2500
6,10,0.3,1.2,0.0,0.0,0.0,1,0.9956,2500
6,10,0.3,1.2,0.4,0.0,0.0,1,0.9592,2500
6,10,0.3,1.2,0.4,0.2,0.15,3,0.426,2500
6,10,0.3,1.2,0.0,0.2,0.15,6,0.4464,2500
6,10,0.6,0.0,0.0,0.0,0.0,1,0.1068,2500
6,10,0.6,0.0,0.4,0.0,0.0,1,0.1196,2500
6,10,0.6,0.0,0.4,0.2,0.15,3,0.0808,2500
6,10,0.6,0.0,0.0,0.2,0.15,6,0.0684,2500
6,10,0.6,0.4,0.0,0.0,0.0,1,0.3012,2500
6,10,0.6,0.4,0.4,0.0,0.0,1,0.266,2500
6,10,0.6,0.4,0.4,0.2,0.15,3,0.1224,2500
6,10,0.6,0.4,0.0,0.2,0.15,6,0.1172,2500
6,10,0.6,0.8,0.0,0.0,0.0,1,0.692,2500
6,10,0.6,0.8,0.4,0.0,0.0,1,0.6152,2500
6,10,0.6,0.8,0.4,0.2,0.15,3,0.2424,2500
6,10,0.6,0.8,0.0,0.2,0.15,6,0.234,2500
6,10,0.6,1.2,0.0,0.0,0.0,1,0.9324,2500
6,10,0.6,1.2,0.4,0.0,0.0,1,0.8768,2500
6,10,0.6,1.2,0.4,0.2,0.15,3,0.3692,2500
6,10,0.6,1.2,0.0,0.2,0.15,6,0.3748,2500
6,10,0.9,0.0,0.0,0.0,0.0,1,0.1116,2500
6,10,0.9,0.0,0.4,0.0,0.0,1,0.11,2500
6,10,0.9,0.0,0.4,0.2,0.15,3,0.0788,2500
6,10,0.9,0.0,0.0,0.2,0.15,6,0.0652,2500
6,10,0.9,0.4,0.0,0.0,0.0,1,0.2512,2500
6,10,0.9,0.4,0.4,0.0,0.0,1,0.2228,2500
6,10,0.9,0.4,0.4,0.2,0.15,3,0.1124,2500
6,10,0.9,0.4,0.0,0.2,0.15,6,0.1064,2500
6,10,0.9,0.8,0.0,0.0,0.0,1,0.57,2500
6,10,0.9,0.8,0.4,0.0,0.0,1,0.5028,2500
6,10,0.9,0.8,0.4,0.2,0.15,3,0.2136,2500
6,10,0.9,0.8,0.0,0.2,0.15,6,0.1804,2500
6,10,0.9,1.2,0.0,0.0,0.0,1,0.858,2500
6,10,0.9,1.2,0.4,0.0,0.0,1,0.7764,2500
6,10,0.9,1.2,0.4,0.2,0.15,3,0.3116,2500
6,10,0.9,1.2,0.0,0.2,0.15,6,0.3128,2500
8,1,0.0,0.0,0.0,0.0,0.0,1,0.0928,2500
8,1,0.0,0.0,0.4,0.0,0.0,1,0.088,2500
8,1,0.0,0.0,0.4,0.2,0.15,3,0.0636,2500
8,1,0.0,0.0,0.0,0.2,0.15,6,0.0444,2500
8,1,0.0,0.4,0.0,0.0,0.0,1,0.246,2500
8,1,0.0,0.4,0.4,0.0,0.0,1,0.236,2500
8,1,0.0,0.4,0.4,0.2,0.15,3,0.1004,2500
8,1,0.0,0.4,0.0,0.2,0.15,6,0.0868,2500
8,1,0.0,0.8,0.0,0.0,0.0,1,0.618,2500
8,1,0.0,0.8,0.4,0.0,0.0,1,0.578,2500
8,1,0.0,0.8,0.4,0.2,0.15,3,0.2072,2500
8,1,0.0,0.8,0.0,0.2,0.15,6,0.1956,2500
8,1,0.0,1.2,0.0,0.0,0.0,1,0.8956,2500
8,1,0.0,1.2,0.4,0.0,0.0,1,0.8664,2500
8,1,0.0,1.2,0.4,0.2,0.15,3,0.3312,2500
8,1,0.0,1.2,0.0,0.2,0.15,6,0.2836,2500
8,1,0.3,0.0,0.0,0.0,0.0,1,0.0964,2500
8,1,0.3,0.0,0.4,0.0,0.0,1,0.0916,2500
8,1,0.3,0.0,0.4,0.2,0.15,3,0.0644,2500
8,1,0.3,0.0,0.0,0.2,0.15,6,0.0544,2500
8,1,0.3,0.4,0.0,0.0,0.0,1,0.2524,2500
8,1,0.3,0.4,0.4,0.0,0.0,1,0.2332,2500
8,1,0.3,0.4,0.4,0.2,0.15,3,0.0976,2500
8,1,0.3,0.4,0.0,0.2,0.15,6,0.0844,2500
8,1,0.3,0.8,0.0,0.0,0.0,1,0.63,2500
8,1,0.3,0.8,0.4,0.0,0.0,1,0.5756,2500
8,1,0.3,0.8,0.4,0.2,0.15,3,0.2128,2500
8,1,0.3,0.8,0.0,0.2,0.15,6,0.188,2500
8,1,0.3,1.2,0.0,0.0,0.0,1,0.9064,2500
8,1,0.3,1.2,0.4,0.0,0.0,1,0.87,2500
8,1,0.3,1.2,0.4,0.2,0.15,3,0.3288,2500
8,1,0.3,1.2,0.0,0.2,0.15,6,0.3,2500
8,1,0.6,0.0,0.0,0.0,0.0,1,0.0884,2500
8,1,0.6,0.0,0.4,0.0,0.0,1,0.0972,2500
8,1,0.6,0.0,0.4,0.2,0.15,3,0.0596,2500
8,1,0.6,0.0,0.0,0.2,0.15,6,0.0548,2500
8,1,0.6,0.4,0.0,0.0,0.0,1,0.2496,2500
8,1,0.6,0.4,0.4,0.0,0.0,1,0.2216,2500
8,1,0.6,0.4,0.4,0.2,0.15,3,0.1008,2500
8,1,0.6,0.4,0.0,0.2,0.15,6,0.08,2500
8,1,0.6,0.8,0.0,0.0,0.0,1,0.6376,2500
8,1,0.6,0.8,0.4,0.0,0.0,1,0.568,2500
8,1,0.6,0.8,0.4,0.2,0.15,3,0.194,2500
8,1,0.6,0.8,0.0,0.2,0.15,6,0.1644,2500
8,1,0.6,1.2,0.0,0.0,0.0,1,0.8952,2500
8,1,0.6,1.2,0.4,0.0,0.0,1,0.8752,2500
8,1,0.6,1.2,0.4,0.2,0.15,3,0.3336,2500
8,1,0.6,1.2,0.0,0.2,0.15,6,0.3036,2500
8,1,0.9,0.0,0.0,0.0,0.0,1,0.1108,2500
8,1,0.9,0.0,0.4,0.0,0.0,1,0.1004,2500
8,1,0.9,0.0,0.4,0.2,0.15,3,0.062,2500
8,1,0.9,0.0,0.0,0.2,0.15,6,0.0396,2500
8,1,0.9,0.4,0.0,0.0,0.0,1,0.254,2500
8,1,0.9,0.4,0.4,0.0,0.0,1,0.226,2500
8,1,0.9,0.4,0.4,0.2,0.15,3,0.0948,2500
8,1,0.9,0.4,0.0,0.2,0.15,6,0.0832,2500
8,1,0.9,0.8,0.0,0.0,0.0,1,0.6356,2500
8,1,0.9,0.8,0.4,0.0,0.0,1,0.5628,2500
8,1,0.9,0.8,0.4,0.2,0.15,3,0.202,2500
8,1,0.9,0.8,0.0,0.2,0.15,6,0.1716,2500
8,1,0.9,1.2,0.0,0.0,0.0,1,0.9092,2500
8,1,0.9,1.2,0.4,0.0,0.0,1,0.8632,2500
8,1,0.9,1.2,0.4,0.2,0.15,3,0.332,2500
8,1,0.9,1.2,0.0,0.2,0.15,6,0.3052,2500
8,10,0.0,0.0,0.0,0.0,0.0,1,0.0848,2500
8,10,0.0,0.0,0.4,0.0,0.0,1,0.0912,2500
8,10,0.0,0.0,0.4,0.2,0.15,3,0.0676,2500
8,10,0.0,0.0,0.0,0.2,0.15,6,0.0456,2500
8,10,0.0,0.4,0.0,0.0,0.0,1,0.9304,2500
8,10,0.0,0.4,0.4,0.0,0.0,1,0.6256,2500
8,10,0.0,0.4,0.4,0.2,0.15,3,0.2248,2500
8,10,0.0,0.4,0.0,0.2,0.15,6,0.32,2500
8,10,0.0,0.8,0.0,0.0,0.0,1,1.0,2500
8,10,0.0,0.8,0.4,0.0,0.0,1,0.9856,2500
8,10,0.0,0.8,0.4,0.2,0.15,3,0.4328,2500
8,10,0.0,0.8,0.0,0.2,0.15,6,0.4392,2500
8,10,0.0,1.2,0.0,0.0,0.0,1,1.0,2500
8,10,0.0,1.2,0.4,0.0,0.0,1,1.0,2500
8,10,0.0,1.2,0.4,0.2,0.15,3,0.484,2500
8,10,0.0,1.2,0.0,0.2,0.15,6,0.4568,2500
8,10,0.3,0.0,0.0,0.0,0.0,1,0.0984,2500
8,10,0.3,0.0,0.4,0.0,0.0,1,0.0812,2500
8,10,0.3,0.0,0.4,0.2,0.15,3,0.0604,2500
8,10,0.3,0.0,0.0,0.2,0.15,6,0.0448,2500
8,10,0.3,0.4,0.0,0.0,0.0,1,0.4904,2500
8,10,0.3,0.4,0.4,0.0,0.0,1,0.4028,2500
8,10,0.3,0.4,0.4,0.2,0.15,3,0.1292,2500
8,10,0.3,0.4,0.0,0.2,0.15,6,0.1348,2500
8,10,0.3,0.8,0.0,0.0,0.0,1,0.9468,2500
8,10,0.3,0.8,0.4,0.0,0.0,1,0.862,2500
8,10,0.3,0.8,0.4,0.2,0.15,3,0.324,2500
8,10,0.3,0.8,0.0,0.2,0.15,6,0.3448,2500
8,10,0.3,1.2,0.0,0.0,0.0,1,0.9976,2500
8,10,0.3,1.2,0.4,0.0,0.0,1,0.994,2500
8,10,0.3,1.2,0.4,0.2,0.15,3,0.4352,2500
8,10,0.3,1.2,0.0,0.2,0.15,6,0.4244,2500
8,10,0.6,0.0,0.0,0.0,0.0,1,0.0932,2500
8,10,0.6,0.0,0.4,0.0,0.0,1,0.0896,2500
8,10,0.6,0.0,0.4,0.2,0.15,3,0.062,2500
8,10,0.6,0.0,0.0,0.2,0.15,6,0.0416,2500
8,10,0.6,0.4,0.0,0.0,0.0,1,0.3372,2500
8,10,0.6,0.4,0.4,0.0,0.0,1,0.3032,2500
8,10,0.6,0.4,0.4,0.2,0.15,3,0.1204,2500
8,10,0.6,0.4,0.0,0.2,0.15,6,0.0852,2500
8,10,0.6,0.8,0.0,0.0,0.0,1,0.8136,2500
8,10,0.6,0.8,0.4,0.0,0.0,1,0.7184,2500
8,10,0.6,0.8,0.4,0.2,0.15,3,0.2484,2500
8,10,0.6,0.8,0.0,0.2,0.15,6,0.256,2500
8,10,0.6,1.2,0.0,0.0,0.0,1,0.9768,2500
8,10,0.6,1.2,0.4,0.0,0.0,1,0.946,2500
8,10,0.6,1.2,0.4,0.2,0.15,3,0.3972,2500
8,10,0.6,1.2,0.0,0.2,0.15,6,0.3716,2500
8,10,0.9,0.0,0.0,0.0,0.0,1,0.0896,2500
8,10,0.9,0.0,0.4,0.0,0.0,1,0.0912,2500
8,10,0.9,0.0,0.4,0.2,0.15,3,0.054,2500
8,10,0.9,0.0,0.0,0.2,0.15,6,0.0436,2500
8,10,0.9,0.4,0.0,0.0,0.0,1,0.2652,2500
8,10,0.9,0.4,0.4,0.0,0.0,1,0.2548,2500
8,10,0.9,0.4,0.4,0.2,0.15,3,0.1036,2500
8,10,0.9,0.4,0.0,0.2,0.15,6,0.0856,2500
8,10,0.9,0.8,0.0,0.0,0.0,1,0.6596,2500
8,10,0.9,0.8,0.4,0.0,0.0,1,0.602,2500
8,10,0.9,0.8,0.4,0.2,0.15,3,0.2276,2500
8,10,0.9,0.8,0.0,0.2,0.15,6,0.1896,2500
8,10,0.9,1.2,0.0,0.0,0.0,1,0.9268,2500
8,10,0.9,1.2,0.4,0.0,0.0,1,0.8952,2500
8,10,0.9,1.2,0.4,0.2,0.15,3,0.3276,2500
8,10,0.9,1.2,0.0,0.2,0.15,6,0.3172,2500
12,1,0.0,0.0,0.0,0.0,0.0,1,0.0852,2500
12,1,0.0,0.0,0.4,0.0,0.0,1,0.0764,2500
12,1,0.0,0.0,0.4,0.2,0.15,3,0.0496,2500
12,1,0.0,0.0,0.0,0.2,0.15,6,0.0332,2500
12,1,0.0,0.4,0.0,0.0,0.0,1,0.3268,2500
12,1,0.0,0.4,0.4,0.0,0.0,1,0.2836,2500
12,1,0.0,0.4,0.4,0.2,0.15,3,0.104,2500
12,1,0.0,0.4,0.0,0.2,0.15,6,0.0664,2500
12,1,0.0,0.8,0.0,0.0,0.0,1,0.7944,2500
12,1,0.0,0.8,0.4,0.0,0.0,1,0.7268,2500
12,1,0.0,0.8,0.4,0.2,0.15,3,0.2316,2500
12,1,0.0,0.8,0.0,0.2,0.15,6,0.2092,2500
12,1,0.0,1.2,0.0,0.0,0.0,1,0.9848,2500
12,1,0.0,1.2,0.4,0.0,0.0,1,0.9664,2500
12,1,0.0,1.2,0.4,0.2,0.15,3,0.3888,2500
12,1,0.0,1.2,0.0,0.2,0.15,6,0.3456,2500
12,1,0.3,0.0,0.0,0.0,0.0,1,0.0688,2500
12,1,0.3,0.0,0.4,0.0,0.0,1,0.074,2500
12,1,0.3,0.0,0.4,0.2,0.15,3,0.04,2500
12,1,0.3,0.0,0.0,0.2,0.15,6,0.0288,2500
12,1,0.3,0.4,0.0,0.0,0.0,1,0.2956,2500
12,1,0.3,0.4,0.4,0.0,0.0,1,0.2888,2500
12,1,0.3,0.4,0.4,0.2,0.15,3,0.0976,2500
12,1,0.3,0.4,0.0,0.2,0.15,6,0.0748,2500
12,1,0.3,0.8,0.0,0.0,0.0,1,0.8012,2500
12,1,0.3,0.8,0.4,0.0,0.0,1,0.7212,2500
12,1,0.3,0.8,0.4,0.2,0.15,3,0.238,2500
12,1,0.3,0.8,0.0,0.2,0.15,6,0.2012,2500
12,1,0.3,1.2,0.0,0.0,0.0,1,0.9808,2500
12,1,0.3,1.2,0.4,0.0,0.0,1,0.9616,2500
12,1,0.3,1.2,0.4,0.2,0.15,3,0.3872,2500
12,1,0.3,1.2,0.0,0.2,0.15,6,0.3544,2500
12,1,0.6,0.0,0.0,0.0,0.0,1,0.0816,2500
12,1,0.6,0.0,0.4,0.0,0.0,1,0.0728,2500
12,1,0.6,0.0,0.4,0.2,0.15,3,0.046,2500
12,1,0.6,0.0,0.0,0.2,0.15,6,0.0336,2500
12,1,0.6,0.4,0.0,0.0,0.0,1,0.304,2500
12,1,0.6,0.4,0.4,0.0,0.0,1,0.2768,2500
12,1,0.6,0.4,0.4,0.2,0.15,3,0.0884,2500
12,1,0.6,0.4,0.0,0.2,0.15,6,0.0804,2500
12,1,0.6,0.8,0.0,0.0,0.0,1,0.762,2500
12,1,0.6,0.8,0.4,0.0,0.0,1,0.728,2500
12,1,0.6,0.8,0.4,0.2,0.15,3,0.24,2500
12,1,0.6,0.8,0.0,0.2,0.15,6,0.1996,2500
12,1,0.6,1.2,0.0,0.0,0.0,1,0.9844,2500
12,1,0.6,1.2,0.4,0.0,0.0,1,0.9604,2500
12,1,0.6,1.2,0.4,0.2,0.15,3,0.38,2500
12,1,0.6,1.2,0.0,0.2,0.15,6,0.3504,2500
12,1,0.9,0.0,0.0,0.0,0.0,1,0.08,2500
12,1,0.9,0.0,0.4,0.0,0.0,1,0.0784,2500
12,1,0.9,0.0,0.4,0.2,0.15,3,0.0408,2500
12,1,0.9,0.0,0.0,0.2,0.15,6,0.0272,2500
12,1,0.9,0.4,0.0,0.0,0.0,1,0.3284,2500
12,1,0.9,0.4,0.4,0.0,0.0,1,0.2888,2500
12,1,0.9,0.4,0.4,0.2,0.15,3,0.0992,2500
12,1,0.9,0.4,0.0,0.2,0.15,6,0.0692,2500
12,1,0.9,0.8,0.0,0.0,0.0,1,0.7856,2500
12,1,0.9,0.8,0.4,0.0,0.0,1,0.7172,2500
12,1,0.9,0.8,0.4,0.2,0.15,3,0.258,2500
12,1,0.9,0.8,0.0,0.2,0.15,6,0.2116,2500
12,1,0.9,1.2,0.0,0.0,0.0,1,0.9776,2500
12,1,0.9,1.2,0.4,0.0,0.0,1,0.9632,2500
12,1,0.9,1.2,0.4,0.2,0.15,3,0.3812,2500
12,1,0.9,1.2,0.0,0.2,0.15,6,0.3604,2500
12,10,0.0,0.0,0.0,0.0,0.0,1,0.0796,2500
12,10,0.0,0.0,0.4,0.0,0.0,1,0.0752,2500
12,10,0.0,0.0,0.4,0.2,0.15,3,0.0428,2500
12,10,0.0,0.0,0.0,0.2,0.15,6,0.034,2500
12,10,0.0,0.4,0.0,0.0,0.0,1,0.9872,2500
12,10,0.0,0.4,0.4,0.0,0.0,1,0.7692,2500
12,10,0.0,0.4,0.4,0.2,0.15,3,0.2504,2500
12,10,0.0,0.4,0.0,0.2,0.15,6,0.3788,2500
12,10,0.0,0.8,0.0,0.0,0.0,1,1.0,2500
12,10,0.0,0.8,0.4,0.0,0.0,1,1.0,2500
12,10,0.0,0.8,0.4,0.2,0.15,3,0.5008,2500
12,10,0.0,0.8,0.0,0.2,0.15,6,0.522,2500
12,10,0.0,1.2,0.0,0.0,0.0,1,1.0,2500
12,10,0.0,1.2,0.4,0.0,0.0,1,1.0,2500
12,10,0.0,1.2,0.4,0.2,0.15,3,0.5676,2500
12,10,0.0,1.2,0.0,0.2,0.15,6,0.5508,2500
12,10,0.3,0.0,0.0,0.0,0.0,1,0.0732,2500
12,10,0.3,0.0,0.4,0.0,0.0,1,0.0728,2500
12,10,0.3,0.0,0.4,0.2,0.15,3,0.0412,2500
12,10,0.3,0.0,0.0,0.2,0.15,6,0.0268,2500
12,10,0.3,0.4,0.0,0.0,0.0,1,0.6376,2500
12,10,0.3,0.4,0.4,0.0,0.0,1,0.508,2500
12,10,0.3,0.4,0.4,0.2,0.15,3,0.1624,2500
12,10,0.3,0.4,0.0,0.2,0.15,6,0.1608,2500
12,10,0.3,0.8,0.0,0.0,0.0,1,0.994,2500
12,10,0.3,0.8,0.4,0.0,0.0,1,0.9624,2500
12,10,0.3,0.8,0.4,0.2,0.15,3,0.3924,2500
12,10,0.3,0.8,0.0,0.2,0.15,6,0.3732,2500
12,10,0.3,1.2,0.0,0.0,0.0,1,1.0,2500
12,10,0.3,1.2,0.4,0.0,0.0,1,1.0,2500
12,10,0.3,1.2,0.4,0.2,0.15,3,0.5352,2500
12,10,0.3,1.2,0.0,0.2,0.15,6,0.4772,2500
12,10,0.6,0.0,0.0,0.0,0.0,1,0.0772,2500
12,10,0.6,0.0,0.4,0.0,0.0,1,0.0888,2500
12,10,0.6,0.0,0.4,0.2,0.15,3,0.0412,2500
12,10,0.6,0.0,0.0,0.2,0.15,6,0.0308,2500
12,10,0.6,0.4,0.0,0.0,0.0,1,0.438,2500
12,10,0.6,0.4,0.4,0.0,0.0,1,0.3676,2500
12,10,0.6,0.4,0.4,0.2,0.15,3,0.116,2500
12,10,0.6,0.4,0.0,0.2,0.15,6,0.102,2500
12,10,0.6,0.8,0.0,0.0,0.0,1,0.92,2500
12,10,0.6,0.8,0.4,0.0,0.0,1,0.8552,2500
12,10,0.6,0.8,0.4,0.2,0.15,3,0.3004,2500
12,10,0.6,0.8,0.0,0.2,0.15,6,0.2824,2500
12,10,0.6,1.2,0.0,0.0,0.0,1,0.9984,2500
12,10,0.6,1.2,0.4,0.0,0.0,1,0.994,2500
12,10,0.6,1.2,0.4,0.2,0.15,3,0.4464,2500
12,10,0.6,1.2,0.0,0.2,0.15,6,0.4308,2500
12,10,0.9,0.0,0.0,0.0,0.0,1,0.0836,2500
12,10,0.9,0.0,0.4,0.0,0.0,1,0.0676,2500
12,10,0.9,0.0,0.4,0.2,0.15,3,0.0464,2500
12,10,0.9,0.0,0.0,0.2,0.15,6,0.026,2500
12,10,0.9,0.4,0.0,0.0,0.0,1,0.3424,2500
12,10,0.9,0.4,0.4,0.0,0.0,1,0.3104,2500
12,10,0.9,0.4,0.4,0.2,0.15,3,0.1052,2500
12,10,0.9,0.4,0.0,0.2,0.15,6,0.0892,2500
12,10,0.9,0.8,0.0,0.0,0.0,1,0.8344,2500
12,10,0.9,0.8,0.4,0.0,0.0,1,0.7488,2500
12,10,0.9,0.8,0.4,0.2,0.15,3,0.2448,2500
12,10,0.9,0.8,0.0,0.2,0.15,6,0.2276,2500
12,10,0.9,1.2,0.0,0.0,0.0,1,0.986,2500
12,10,0.9,1.2,0.4,0.0,0.0,1,0.9792,2500
12,10,0.9,1.2,0.4,0.2,0.15,3,0.4152,2500
12,10,0.9,1.2,0.0,0.2,0.15,6,0.3684,2500
20,1,0.0,0.0,0.0,0.0,0.0,1,0.0704,2500
20,1,0.0,0.0,0.4,0.0,0.0,1,0.0644,2500
20,1,0.0,0.0,0.4,0.2,0.15,3,0.0272,2500
20,1,0.0,0.0,0.0,0.2,0.15,6,0.0152,2500
20,1,0.0,0.4,0.0,0.0,0.0,1,0.4572,2500
20,1,0.0,0.4,0.4,0.0,0.0,1,0.4008,2500
20,1,0.0,0.4,0.4,0.2,0.15,3,0.1196,2500
20,1,0.0,0.4,0.0,0.2,0.15,6,0.0896,2500
20,1,0.0,0.8,0.0,0.0,0.0,1,0.9444,2500
20,1,0.0,0.8,0.4,0.0,0.0,1,0.92,2500
20,1,0.0,0.8,0.4,0.2,0.15,3,0.3316,2500
20,1,0.0,0.8,0.0,0.2,0.15,6,0.282,2500
20,1,0.0,1.2,0.0,0.0,0.0,1,1.0,2500
20,1,0.0,1.2,0.4,0.0,0.0,1,0.9988,2500
20,1,0.0,1.2,0.4,0.2,0.15,3,0.542,2500
20,1,0.0,1.2,0.0,0.2,0.15,6,0.4984,2500
20,1,0.3,0.0,0.0,0.0,0.0,1,0.0732,2500
20,1,0.3,0.0,0.4,0.0,0.0,1,0.0532,2500
20,1,0.3,0.0,0.4,0.2,0.15,3,0.0316,2500
20,1,0.3,0.0,0.0,0.2,0.15,6,0.018,2500
20,1,0.3,0.4,0.0,0.0,0.0,1,0.4404,2500
20,1,0.3,0.4,0.4,0.0,0.0,1,0.3956,2500
20,1,0.3,0.4,0.4,0.2,0.15,3,0.116,2500
20,1,0.3,0.4,0.0,0.2,0.15,6,0.0932,2500
20,1,0.3,0.8,0.0,0.0,0.0,1,0.9432,2500
20,1,0.3,0.8,0.4,0.0,0.0,1,0.9052,2500
20,1,0.3,0.8,0.4,0.2,0.15,3,0.336,2500
20,1,0.3,0.8,0.0,0.2,0.15,6,0.288,2500
20,1,0.3,1.2,0.0,0.0,0.0,1,1.0,2500
20,1,0.3,1.2,0.4,0.0,0.0,1,0.9984,2500
20,1,0.3,1.2,0.4,0.2,0.15,3,0.5448,2500
20,1,0.3,1.2,0.0,0.2,0.15,6,0.4904,2500
20,1,0.6,0.0,0.0,0.0,0.0,1,0.0716,2500
20,1,0.6,0.0,0.4,0.0,0.0,1,0.0696,2500
20,1,0.6,0.0,0.4,0.2,0.15,3,0.0308,2500
20,1,0.6,0.0,0.0,0.2,0.15,6,0.018,2500
20,1,0.6,0.4,0.0,0.0,0.0,1,0.458,2500
20,1,0.6,0.4,0.4,0.0,0.0,1,0.3928,2500
20,1,0.6,0.4,0.4,0.2,0.15,3,0.1124,2500
20,1,0.6,0.4,0.0,0.2,0.15,6,0.0892,2500
20,1,0.6,0.8,0.0,0.0,0.0,1,0.9376,2500
20,1,0.6,0.8,0.4,0.0,0.0,1,0.9104,2500
20,1,0.6,0.8,0.4,0.2,0.15,3,0.338,2500
20,1,0.6,0.8,0.0,0.2,0.15,6,0.2972,2500
20,1,0.6,1.2,0.0,0.0,0.0,1,0.9992,2500
20,1,0.6,1.2,0.4,0.0,0.0,1,0.9964,2500
20,1,0.6,1.2,0.4,0.2,0.15,3,0.534,2500
20,1,0.6,1.2,0.0,0.2,0.15,6,0.5004,2500
20,1,0.9,0.0,0.0,0.0,0.0,1,0.0728,2500
20,1,0.9,0.0,0.4,0.0,0.0,1,0.0784,2500
20,1,0.9,0.0,0.4,0.2,0.15,3,0.0284,2500
